Company Name,Last Price,% Change,52 wk High,52 wk Low,Market Cap (Rs. cr),Category,Color
BSE Limited,799.05,1.43,799.05,373.1,3597.67,finance-stock-broking,3
Geojit Fin,68.0,-2.72,74.7,18.05,1621.07,finance-stock-broking,1
Share India Sec,475.2,1.73,491.15,92.2,1516.2,finance-stock-broking,3
Dolat Investmen,72.5,-0.55,78.8,35.05,1276.0,finance-stock-broking,2
5paisa Capita,351.75,-4.57,465.0,141.9,897.57,finance-stock-broking,1
Inventure Grow,32.95,-0.45,33.9,10.2,276.78,finance-stock-broking,2
AB Money,47.55,-3.06,52.35,23.5,267.71,finance-stock-broking,1
Emkay Global,71.7,-2.78,91.05,33.25,176.52,finance-stock-broking,1
Prime Sec,47.8,3.46,54.5,28.8,126.74,finance-stock-broking,4
Almondz Global,37.35,1.77,40.25,8.9,96.68,finance-stock-broking,3
Indbank Merchan,16.0,-1.23,18.6,4.8,71.01,finance-stock-broking,2
Steel City Secu,39.9,-0.87,45.0,18.05,60.28,finance-stock-broking,2
BLB,7.0,-1.41,7.4,3.05,37.01,finance-stock-broking,2
DB (Int) Stock,9.5,1.6,12.1,7.3,33.25,finance-stock-broking,3
Khandwala Sec,18.05,0.0,23.3,7.45,21.55,finance-stock-broking,2
SBI Card,1036.75,-4.94,1139.0,496.0,97550.3,finance-term-lending,1
Chola Invest.,551.55,-4.31,600.95,120.1,45231.28,finance-term-lending,1
Power Finance,118.95,-0.34,140.5,74.15,31403.77,finance-term-lending,2
REC,143.1,-1.04,157.0,83.65,28261.08,finance-term-lending,2
MAS Financial S,900.05,0.95,1110.85,550.0,4919.86,finance-term-lending,3
Ujjivan Financi,213.65,0.78,310.95,148.0,2599.29,finance-term-lending,3
IFCI,11.7,-0.85,16.0,3.95,2389.11,finance-term-lending,2
Tourism Finance,67.9,-0.73,75.6,29.5,548.07,finance-term-lending,2
KRBL,232.1,-2.01,339.0,173.15,5463.4,food-processing,2
Guj Amb Exports,172.9,0.09,186.8,56.53,3965.21,food-processing,3
LT Foods,87.8,-1.18,90.5,21.6,2808.24,food-processing,2
Chaman Lal Seti,129.95,0.81,142.0,2.0,672.28,food-processing,3
SKM Egg Product,63.9,-2.44,73.7,31.2,168.25,food-processing,2
Continental See,6.2,-4.62,15.6,5.2,6.2,food-processing,1
Relaxo Footwear,1099.15,6.49,1099.15,578.0,27307.51,footwear,5
Bata India,1531.0,1.23,1681.95,1213.8,19677.57,footwear,3
Mirza Intl,54.3,4.62,62.9,36.8,653.26,footwear,4
Khadim India,171.3,1.42,185.9,76.65,307.82,footwear,3
Liberty Shoes,141.9,1.0,181.8,101.8,241.8,footwear,3
Adani Total Gas,1294.4,-2.25,1400.0,113.0,142359.42,gas-distribution,2
GAIL,155.1,2.24,165.75,81.2,68870.37,gas-distribution,3
IGL,508.35,0.11,594.85,364.1,35584.54,gas-distribution,3
Gujarat Gas,515.25,-1.29,580.5,230.4,35469.3,gas-distribution,2
Mahanagar Gas,1138.65,-0.25,1257.0,779.65,11247.33,gas-distribution,2
Refex Ind,154.6,3.03,161.9,42.5,324.69,gas-distribution,4
Asahi India,311.1,0.19,347.3,138.8,7562.53,glass-glass-products,3
Borosil,283.15,0.37,324.0,33.6,3684.55,glass-glass-products,3
La Opala RG,263.25,-6.5,289.8,146.1,2922.08,glass-glass-products,0
Borosil Ltd.,229.25,0.5,254.0,130.0,2616.19,glass-glass-products,3
Hind Nat Glass,36.8,-1.47,48.3,22.5,329.56,glass-glass-products,2
Banaras Beads,53.95,-5.27,70.85,30.3,35.8,glass-glass-products,0
Brand Concepts,26.0,-2.62,32.05,13.7,27.52,glass-glass-products,1
JIK Industries,0.6,0.0,0.95,0.25,4.36,glass-glass-products,2
SBI Gold ETF,4320.95,-0.02,5135.75,3935.0,330.16,gold-etf,2
Birla Gold ETF,4442.7,0.1,5445.0,3798.6,101.28,gold-etf,3
Invesco G-ETF,4390.0,-0.04,5599.9,3610.0,50.17,gold-etf,2
Kotak MF-GETF,422.75,-0.19,508.1,385.0,16.88,gold-etf,2
HDFC Gold ETF,43.19,-0.18,53.39,36.6,6.65,gold-etf,2
Nippon ETF Gold,42.12,-0.19,51.5,35.8,4.32,gold-etf,2
IPRU Gold ETF,43.16,0.14,54.1,37.05,2.02,gold-etf,3
Container Corp,668.1,5.34,668.1,339.3,40706.96,ground-freight-logistics-services,5
TCI Express,1412.8,4.74,1412.8,528.0,5430.03,ground-freight-logistics-services,4
Mahindra Logist,533.4,-1.39,615.0,252.1,3825.12,ground-freight-logistics-services,2
Gateway Distri,292.0,-1.95,300.45,70.08,3645.21,ground-freight-logistics-services,2
Transport Corp,305.5,-2.26,319.0,145.85,2355.4,ground-freight-logistics-services,2
VRL Logistics,248.75,2.14,279.0,144.0,2197.54,ground-freight-logistics-services,3
Gati,121.0,-4.95,134.9,36.0,1475.55,ground-freight-logistics-services,1
Snowman Logist,52.85,1.93,71.25,25.05,883.06,ground-freight-logistics-services,3
Arshiya,28.6,-1.55,42.75,7.65,750.11,ground-freight-logistics-services,2
Navkar Corp,42.35,-0.12,49.5,20.35,637.45,ground-freight-logistics-services,2
Future Supply,72.75,0.07,222.0,60.05,319.25,ground-freight-logistics-services,3
Sical Logistics,11.95,0.0,21.85,8.35,69.93,ground-freight-logistics-services,2
Tara Chand Logi,37.5,-1.32,42.85,26.0,51.17,ground-freight-logistics-services,2
North Eastern,10.1,-1.94,17.0,4.45,50.7,ground-freight-logistics-services,2
Apollo Hospital,3199.65,-1.88,3397.0,1286.1,46006.06,hospital-healthcare-services,2
Dr Lal PathLab,2773.05,-0.41,3399.3,1508.0,23111.95,hospital-healthcare-services,2
Max Healthcare,233.4,-0.49,241.95,97.15,22545.16,hospital-healthcare-services,2
Fortis Health,225.65,-0.66,242.1,113.1,17035.63,hospital-healthcare-services,2
Metropolis,2329.15,-0.44,2605.0,1242.0,11905.87,hospital-healthcare-services,2
Narayana Hruda,431.7,-0.8,524.65,253.0,8822.26,hospital-healthcare-services,2
Aster DM Health,148.8,0.17,180.0,87.0,7432.75,hospital-healthcare-services,3
Thyrocare Techn,1002.9,-2.28,1212.0,499.0,5302.78,hospital-healthcare-services,2
Healthcare Glob,194.35,0.62,204.55,99.05,2436.36,hospital-healthcare-services,3
Shalby ,155.3,-1.11,173.95,58.95,1677.39,hospital-healthcare-services,2
Indraprastha,86.15,-1.09,95.75,35.75,789.76,hospital-healthcare-services,2
AMSL,269.0,-1.75,292.95,135.0,356.09,hospital-healthcare-services,2
Lotus Eye Care,46.3,-6.93,54.95,22.25,96.29,hospital-healthcare-services,0
Indian Hotels,135.15,4.28,139.25,66.7,16073.39,hotel-resort-restaurants,4
Westlife Dev,478.5,-0.32,535.0,271.25,7455.17,hotel-resort-restaurants,2
EIH,109.25,3.26,113.0,54.34,6832.1,hotel-resort-restaurants,4
Chalet Hotels,169.05,3.71,217.7,99.6,3465.93,hotel-resort-restaurants,4
Lemon Tree Hote,41.7,1.71,49.5,16.15,3303.67,hotel-resort-restaurants,3
India Tourism D,384.0,3.46,459.0,151.1,3293.54,hotel-resort-restaurants,4
Mahindra Holida,233.9,6.44,249.5,150.05,3123.82,hotel-resort-restaurants,5
Taj GVK Hotels,140.2,2.3,181.8,102.0,879.07,hotel-resort-restaurants,3
EIH Assoc Hotel,288.45,3.72,312.4,203.95,878.85,hotel-resort-restaurants,4
Oriental Hotels,39.8,9.94,39.8,15.1,710.82,hotel-resort-restaurants,5
Coffee Day,29.1,20.0,48.7,14.25,614.74,hotel-resort-restaurants,5
Advani Hotels,64.0,4.66,70.0,37.1,295.8,hotel-resort-restaurants,4
Asian Hotel (W),215.65,8.1,339.4,191.0,251.26,hotel-resort-restaurants,5
Speciality Rest,52.7,11.89,54.95,28.0,247.47,hotel-resort-restaurants,5
Royal Orchid,82.15,5.19,89.4,41.05,225.3,hotel-resort-restaurants,5
Asian Hotel (E),175.6,10.61,188.95,117.0,202.43,hotel-resort-restaurants,5
Asian Hotels,75.85,0.53,86.7,44.2,147.55,hotel-resort-restaurants,3
Kamat Hotels,45.5,12.35,45.5,19.05,107.31,hotel-resort-restaurants,5
The Byke Hosp,24.15,4.09,25.7,9.2,96.84,hotel-resort-restaurants,4
Country Club,5.35,-0.93,7.2,2.0,87.45,hotel-resort-restaurants,2
TGB Banquets,5.8,3.57,7.95,2.2,16.99,hotel-resort-restaurants,4
Viceroy Hotels,3.05,1.67,3.75,1.8,12.93,hotel-resort-restaurants,3
HUL,2344.05,0.32,2505.9,1961.0,550755.37,household-personal-products,3
Dabur India,530.55,-0.51,581.9,421.2,93770.75,household-personal-products,2
Godrej Consumer,806.75,-0.19,892.0,568.15,82489.08,household-personal-products,2
Marico,463.45,0.73,487.6,315.0,59848.39,household-personal-products,3
Colgate,1709.6,4.71,1709.6,1257.05,46498.66,household-personal-products,4
P and G,13254.1,0.74,14122.0,9691.4,43023.78,household-personal-products,3
Emami,499.85,-2.29,547.0,184.15,22219.02,household-personal-products,2
Gillette India,5508.75,0.31,6200.0,4730.0,17950.38,household-personal-products,3
Sheela Foam,2096.65,4.25,2382.0,1222.15,10228.05,household-personal-products,4
Orient Electric,301.95,0.83,345.0,161.55,6406.94,household-personal-products,3
Jyothy Labs,149.9,2.32,166.0,100.3,5504.46,household-personal-products,3
VIP Industries,366.35,1.26,422.0,202.0,5177.16,household-personal-products,3
Bajaj Consumer ,285.25,2.11,324.0,129.0,4208.58,household-personal-products,3
JHS Svendgaard,20.9,-0.95,34.35,9.1,134.6,household-personal-products,2
HG Infra Engg,363.9,-2.57,384.5,150.8,2371.58,infrastructure,1
Power Mech,630.75,4.85,630.75,310.1,927.88,infrastructure,4
Indian Hume,188.9,0.91,219.5,141.6,915.17,infrastructure,3
Likhitha,415.75,-1.38,435.0,120.0,820.07,infrastructure,2
MEP Infra,25.35,6.51,25.35,12.05,465.04,infrastructure,5
RUDRABHISHEK,214.2,8.48,231.0,25.0,371.48,infrastructure,5
Bharat Road Net,28.1,4.27,41.75,25.75,235.9,infrastructure,4
OM Infra,22.0,-2.44,26.75,10.5,211.87,infrastructure,2
Mcnally Bh Engg,8.0,0.0,12.45,3.9,169.26,infrastructure,2
ILandFS Trans,2.35,-2.08,3.15,0.85,77.31,infrastructure,2
A2Z Infra Eng,4.25,2.41,6.3,3.45,74.85,infrastructure,3
Power & Instrum,78.65,4.94,78.65,9.5,55.4,infrastructure,4
Jyoti Structure,4.5,0.0,8.25,1.6,49.29,infrastructure,2
JSW Steel,700.8,2.84,773.0,168.0,169398.81,iron-steel,4
Tata Steel,1105.2,1.21,1246.85,277.0,124499.64,iron-steel,3
Hindalco,391.2,0.49,427.5,125.5,87890.29,iron-steel,3
NMDC,181.65,-0.66,213.2,72.9,53234.46,iron-steel,2
SAIL,123.95,-0.64,151.3,27.5,51197.86,iron-steel,2
Jindal Steel,407.65,2.46,501.7,99.1,41580.95,iron-steel,3
APL Apollo,1271.65,1.46,1448.0,271.06,15882.4,iron-steel,3
KIOCL,225.5,4.98,227.8,68.0,13704.79,iron-steel,4
Tata Steel BSL ,97.8,1.56,109.7,16.85,10693.84,iron-steel,3
Jindal Stainles,93.95,-0.9,102.9,25.8,4577.57,iron-steel,2
Tata Steel Long,943.8,3.21,1087.7,218.15,4256.54,iron-steel,4
Jindal (Hisar),176.0,-2.3,192.8,36.75,4152.45,iron-steel,2
Mishra Dhatu Ni,198.25,-0.45,236.0,172.8,3714.02,iron-steel,2
Tata Metaliks,1099.8,3.99,1373.7,414.0,3472.89,iron-steel,4
Godawari Power,955.9,5.02,1129.9,105.45,3368.23,iron-steel,5
Jindal Saw,94.55,4.13,97.0,45.55,3023.28,iron-steel,4
JSW Ispat Speci,55.9,4.78,67.55,11.3,2624.77,iron-steel,4
Tinplate,207.15,1.82,235.25,81.0,2168.19,iron-steel,3
Mah Seamless,293.25,0.31,354.4,190.0,1964.76,iron-steel,3
Sarda Energy,541.15,-0.53,613.9,132.1,1950.8,iron-steel,2
Jai Corp,102.2,-2.57,109.2,63.65,1823.75,iron-steel,1
Mukand,127.05,-3.24,138.45,15.4,1796.56,iron-steel,1
Kalyani Steels,390.75,0.83,418.9,138.6,1705.74,iron-steel,3
Prakash Ind,88.3,2.08,104.75,25.6,1581.29,iron-steel,3
Usha Martin,51.75,0.29,58.25,13.5,1577.04,iron-steel,3
Orissa Minerals,2573.95,-1.04,3140.0,1379.95,1544.37,iron-steel,2
Sunflag Iron,85.05,7.73,92.7,26.95,1532.77,iron-steel,5
Gallantt Ispat,50.65,1.6,60.3,22.35,1430.16,iron-steel,3
Jayaswal Neco,18.0,1.69,19.95,2.5,1149.54,iron-steel,3
Technocraft Ind,390.2,-1.17,444.0,180.05,954.5,iron-steel,2
Shankara Buildi,403.7,-2.86,517.7,229.0,922.43,iron-steel,1
Vardhman Steels,197.75,-0.7,217.9,42.15,801.03,iron-steel,2
Nelcast,77.9,-1.64,81.5,35.5,677.74,iron-steel,2
Steel Exchange ,65.6,4.38,70.9,11.5,527.35,iron-steel,4
Jai Balaji Ind,45.65,-2.35,60.35,13.75,504.21,iron-steel,2
Gallantt Metal,62.0,1.06,71.25,23.1,504.2,iron-steel,3
Hi-Tech Pipes,421.6,-1.26,434.7,73.35,472.45,iron-steel,2
MSP Steel,11.1,-0.45,13.3,3.7,427.81,iron-steel,2
Kamdhenu,149.7,0.44,167.0,48.05,403.22,iron-steel,3
GKW,523.15,2.39,730.0,400.0,312.14,iron-steel,3
Pennar Inds,20.45,1.24,27.0,13.75,290.72,iron-steel,3
ISMT,18.95,4.99,19.6,2.85,277.62,iron-steel,4
Good Luck,101.55,4.05,113.5,27.05,248.86,iron-steel,4
D P Wires,137.0,-4.93,162.7,49.6,185.88,iron-steel,1
Manaksia Steels,25.95,-2.44,29.95,7.35,170.06,iron-steel,2
Electrotherm,132.95,11.86,147.8,80.0,169.42,iron-steel,5
Incredible Ind,29.1,-5.21,36.4,15.1,136.08,iron-steel,0
Mahamaya Steel,90.9,1.73,130.3,67.0,134.26,iron-steel,3
Uttam Galva,7.7,-4.35,10.85,4.2,109.54,iron-steel,1
Visa Steel,9.15,-2.66,11.65,3.65,105.95,iron-steel,1
Manaksia Coated,14.9,-1.97,18.8,3.55,97.65,iron-steel,2
Bedmutha Ind,23.1,-1.07,28.9,9.55,74.53,iron-steel,2
Hisar Metal,118.85,2.02,143.65,52.0,64.18,iron-steel,3
Gyscoal Alloys,2.75,-3.51,4.1,1.6,43.53,iron-steel,1
Kridhan Infra,4.2,-1.18,5.8,2.15,39.81,iron-steel,2
Vaswani Ind,12.95,4.86,15.8,2.85,38.85,iron-steel,4
SAL Steel,4.2,-2.33,5.3,1.85,35.69,iron-steel,2
Prakash Steelag,1.0,5.26,2.1,0.55,17.5,iron-steel,5
Ankit Metal,1.2,0.0,1.85,0.35,16.93,iron-steel,2
Splendid Metal,0.25,25.0,0.45,0.1,7.53,iron-steel,5
Ramsarup Ind,0.85,0.0,1.25,0.1,2.98,iron-steel,2
NIIT,185.5,1.37,210.7,84.75,2460.37,it-education,3
Aptech,206.0,-2.85,247.95,94.1,838.65,it-education,1
Global Educatio,52.2,-1.32,77.5,20.62,53.14,it-education,2
Educomp Sol,3.0,0.0,5.3,2.3,36.74,it-education,2
Keerti Knowledg,20.45,-6.83,81.6,20.45,20.84,it-education,0
LCC Infotech,1.45,-3.33,5.7,1.45,18.36,it-education,1
Syngene Intl,578.4,0.91,644.55,340.2,23182.07,labs-life-sciences-services,3
Jubilant Ingrev,471.1,-2.72,493.7,1.0,7527.29,labs-life-sciences-services,1
Vimta Labs,220.6,1.4,296.9,66.35,487.7,labs-life-sciences-services,3
Greenlam Ind,1127.3,-0.09,1165.95,561.15,2720.89,laminatesdecoratives,2
Airo Lam,26.0,0.0,36.0,17.35,39.01,laminatesdecoratives,2
Milton Industri,22.05,5.0,27.05,7.35,37.47,laminatesdecoratives,4
Sreeleathers,155.2,-0.45,169.9,113.25,359.97,leather,2
Bhartiya Inter,207.0,-1.12,249.0,83.0,252.59,leather,2
Superhouse,136.15,1.64,148.4,61.5,150.11,leather,3
HDFC Life,661.05,-1.37,746.0,486.25,133642.22,life-health-insurance,2
SBI Life Insura,966.4,0.41,1044.7,728.75,96650.58,life-health-insurance,3
ICICI Prudentia,533.85,-3.6,577.85,337.5,76674.14,life-health-insurance,1
Castrol,132.65,-1.78,140.3,104.0,13120.71,lubricants,2
Gulf Oil Lubric,713.3,0.53,842.0,558.6,3588.58,lubricants,3
Tide Water Oil,5526.4,1.69,5600.0,3350.0,1925.84,lubricants,3
Savita Oil Tech,1160.3,-0.15,1181.0,602.8,1603.54,lubricants,2
Panama Petro,209.25,0.89,213.7,31.3,1265.83,lubricants,3
GP Petroleums,50.55,-1.46,54.9,33.0,257.73,lubricants,2
Silly Monks Ent,23.85,4.61,37.5,18.0,24.35,media,4
Madhya Pradesh ,17.5,-3.05,23.85,9.7,7.99,media,1
Poly Medicure,1046.25,-0.45,1165.0,259.6,10031.5,medical-equipmentsuppliesaccessories,2
Nureca,1574.95,-2.65,1770.0,555.6,1574.98,medical-equipmentsuppliesaccessories,1
Opto Circuits,4.3,-1.15,19.6,2.8,129.27,medical-equipmentsuppliesaccessories,2
Rajdarshan Ind,12.2,4.27,13.45,8.5,3.79,metals-mining,4
Bharat Forge,658.2,1.04,689.0,286.7,30645.04,metals-castingsforgings,3
Ratnamani Metal,1936.6,-0.06,2144.95,791.6,9049.34,metals-castingsforgings,2
Welspun Corp,144.75,-2.36,164.95,55.0,3777.24,metals-castingsforgings,2
Electrosteel,33.45,2.76,37.0,8.9,1448.23,metals-castingsforgings,4
Srikalahasthi,188.75,0.67,224.0,109.3,881.43,metals-castingsforgings,3
Gandhi Spl Tube,314.3,2.8,341.7,159.05,406.03,metals-castingsforgings,4
Geekay Wires,91.6,0.33,102.3,57.15,95.74,metals-castingsforgings,3
Kalyani Forge,193.55,-2.98,227.0,122.55,70.41,metals-castingsforgings,1
Hind Zinc,333.3,1.17,362.1,164.2,140829.88,metals-non-ferrous,3
Vedanta,273.9,-0.38,296.3,86.25,101814.02,metals-non-ferrous,2
Hind Copper,169.1,-0.88,196.75,24.2,16352.38,metals-non-ferrous,2
Gravita India,105.85,0.76,122.65,32.5,730.77,metals-non-ferrous,3
Bharat Wire Rop,53.1,-1.58,62.5,15.25,332.26,metals-non-ferrous,2
Madhav Copper,87.25,0.69,116.0,54.3,236.82,metals-non-ferrous,3
Bhagyanagar Ind,57.3,-0.52,59.15,13.95,183.33,metals-non-ferrous,2
Sagardeep Alloy,46.0,3.14,147.9,29.3,78.46,metals-non-ferrous,4
Cubex Tubings,28.85,-1.7,32.0,9.65,41.31,metals-non-ferrous,2
Info Edge,4346.3,-0.22,5880.0,2335.0,55973.44,misc-commercial-services,2
IRCTC,1907.95,1.24,2073.0,1290.05,30527.2,misc-commercial-services,3
Quess Corp,646.6,0.07,807.3,192.0,9548.92,misc-commercial-services,3
CDSL,886.85,0.08,905.0,236.05,9267.58,misc-commercial-services,3
SIS,393.8,-2.69,477.4,336.25,5844.57,misc-commercial-services,1
TeamLease Ser.,3335.05,-0.24,3892.0,1461.1,5701.86,misc-commercial-services,2
Delta Corp,175.0,-0.2,201.95,76.15,4669.37,misc-commercial-services,2
Alankit,17.15,3.0,21.7,12.65,245.17,misc-commercial-services,4
Aakash Explorat,157.45,0.22,157.5,13.95,159.42,misc-commercial-services,3
Creative Periph,89.6,-2.24,151.0,68.5,103.94,misc-commercial-services,2
Kapston Facilit,89.95,0.5,131.35,73.15,91.25,misc-commercial-services,3
Aarvi Encon,59.25,7.63,62.5,21.4,87.6,misc-commercial-services,5
Touchwood Enter,84.45,2.18,135.05,37.1,85.98,misc-commercial-services,3
ANI Integrated ,44.6,4.45,44.6,17.45,43.2,misc-commercial-services,4
Cadsys India,28.4,4.99,30.0,17.9,21.31,misc-commercial-services,4
Husys Consultin,82.2,0.24,131.85,20.5,18.75,misc-commercial-services,3
SecUR Credentia,20.15,4.95,21.8,12.0,9.85,misc-commercial-services,4
PowerGrid InvIT,112.08,0.78,113.1,100.0,10199.27,miscellaneous,3
BB ETF-April 31,1040.21,0.11,1106.0,972.0,6768.64,miscellaneous,3
BB ETF-April 25,1047.36,0.06,1115.9,925.0,4731.11,miscellaneous,3
IRB InvIT,54.08,1.1,60.01,32.3,3139.34,miscellaneous,3
Va Tech Wabag,273.5,0.87,304.8,88.0,1700.91,miscellaneous,3
Suumaya Ind.,335.6,2.32,335.6,27.95,941.96,miscellaneous,3
Antony Waste,308.3,-1.11,489.9,241.0,872.09,miscellaneous,2
Sanghvi Movers,165.4,-0.48,174.4,51.2,715.98,miscellaneous,2
Xelpmoc Design ,285.65,-5.07,387.3,39.65,391.49,miscellaneous,0
Kaya,289.3,1.97,379.0,138.4,372.84,miscellaneous,3
Vardhman Acryli,44.1,2.56,49.8,26.5,354.4,miscellaneous,4
Cupid,238.4,-1.49,296.75,158.6,317.98,miscellaneous,2
Shrenik,2.6,4.0,10.45,1.55,159.12,miscellaneous,4
IP Alpha Low Vo,150.95,0.39,160.0,99.9,27.22,miscellaneous,3
R M Drip & Spri,16.55,2.16,63.0,15.5,11.07,miscellaneous,3
ICICI Lombard ,1479.85,-0.91,1626.45,1200.0,67274.29,multiline-insurance-brokers,2
New India Assur,166.9,2.83,197.0,99.8,27505.12,multiline-insurance-brokers,4
Reliance,1963.15,-1.13,2369.35,1412.0,1265269.78,oil-exploration-and-production,2
ONGC,114.6,1.37,122.35,64.1,144170.0,oil-exploration-and-production,3
Petronet LNG,236.2,-0.74,280.75,207.25,35430.0,oil-exploration-and-production,2
Oil India,134.1,3.07,136.4,81.3,14541.87,oil-exploration-and-production,4
HOEC,98.55,-5.74,124.8,41.75,1303.26,oil-exploration-and-production,0
Jindal Drilling,105.4,0.09,119.4,48.65,305.46,oil-exploration-and-production,3
Deep Ind,66.65,-1.7,71.85,10.0,213.28,oil-exploration-and-production,2
Selan Explore,134.8,0.07,153.7,82.4,204.9,oil-exploration-and-production,3
Aban Offshore,34.7,0.73,42.5,17.05,202.53,oil-exploration-and-production,3
Deep Energy Res,42.05,-2.1,89.9,30.5,134.56,oil-exploration-and-production,2
CAMS,2462.1,-2.93,2573.0,1260.0,12021.33,online-services,1
Just Dial,786.85,-0.04,1047.7,332.3,4868.39,online-services,2
Matrimony.com,882.4,-1.14,1242.0,316.0,2018.3,online-services,2
Madhya Bharat A,84.0,1.39,102.7,55.8,184.02,other-agriculture-products,3
Vikas Proppant ,2.2,2.33,4.3,2.0,113.23,other-agriculture-products,3
Techindia Nirm,5.85,4.46,5.85,1.8,8.38,other-agriculture-products,4
Responsive Ind,159.65,-0.19,202.0,67.6,4261.26,other-construction-materials,2
Jindal PolyFilm,844.8,-1.26,939.7,272.5,3699.08,packaging-films,2
Cosmo Films,801.8,-0.83,840.65,259.0,1457.09,packaging-films,2
Ester Ind,143.5,-0.73,159.0,28.55,1196.7,packaging-films,2
Rollatainers,2.75,-3.51,5.0,1.05,68.79,packaging-packaging-materials,1
AMD Industries,20.7,2.99,27.95,11.8,39.68,packaging-packaging-materials,4
Radha Madhav,2.3,2.22,5.25,1.9,21.0,packaging-packaging-materials,3
Polyplex Corp,1187.2,-0.34,1243.7,391.55,3726.91,packaging-polyfilms,2
Kanpur Plast,213.25,7.46,213.25,10.0,305.22,packaging-sacks-and-bags,5
Uflex,447.9,0.11,459.9,172.3,3234.35,packaging-materials-containers-packaging,3
Huhtamaki India,281.8,-0.98,352.15,185.5,2128.21,packaging-materials-containers-packaging,2
Emmbi Ind,106.7,3.84,110.4,54.25,188.75,packaging-materials-containers-packaging,4
Shri Rama Multi,17.15,5.54,17.15,3.65,108.85,packaging-materials-containers-packaging,5
EPL,238.5,-1.75,318.6,158.0,7526.24,packaging-materials-plastic-products,2
Guj Raffia Ind,71.9,2.2,83.35,8.9,38.86,packaging-materials-plastic-products,3
Asian Paints,2914.4,3.38,2914.4,1577.5,279548.6,paints,4
Berger Paints,820.05,1.42,822.95,440.65,79651.05,paints,3
Kansai Nerolac,574.7,1.62,680.0,345.25,30971.72,paints,3
Indigo Paints,2541.35,-0.96,3329.95,1490.0,12088.95,paints,2
Akzo Nobel,2250.4,-0.15,2530.0,1751.1,10248.39,paints,2
Sirca Paints,355.95,0.17,380.0,163.8,975.46,paints,3
Shalimar Paints,102.8,-3.79,117.0,50.3,565.25,paints,1
JK Paper,156.6,3.43,167.75,85.3,2652.84,paper-forest-products,4
West Coast Pap,210.7,0.38,277.0,124.0,1391.65,paper-forest-products,3
Seshasayee Pape,161.95,0.56,184.05,116.7,1021.39,paper-forest-products,3
Tamil Newsprint,142.4,0.56,161.8,89.5,985.56,paper-forest-products,3
Andhra Paper,236.1,-0.69,277.95,162.0,938.97,paper-forest-products,2
Emami Paper,123.75,-0.36,154.15,62.35,748.68,paper-forest-products,2
Orient Paper,26.95,-1.28,31.2,15.6,571.84,paper-forest-products,2
Rushil Decor,253.25,-4.99,287.35,67.45,504.18,paper-forest-products,1
NR Agarwal,249.85,-1.54,282.85,156.55,425.22,paper-forest-products,2
Shree Rama News,16.8,1.51,20.4,10.35,247.84,paper-forest-products,3
Pudumjee Paper ,25.6,7.34,28.15,10.75,243.07,paper-forest-products,5
Genus Paper,9.05,0.0,9.4,3.15,232.7,paper-forest-products,2
Astron Paper & ,43.45,2.84,59.5,27.05,202.04,paper-forest-products,4
Star Paper,124.5,1.3,138.6,80.8,194.32,paper-forest-products,3
Ruchira Papers,67.95,-0.51,75.9,33.8,164.79,paper-forest-products,2
Ballarpur Ind,1.15,-4.17,2.9,0.4,148.75,paper-forest-products,1
Shreyans Ind,92.45,0.11,117.6,68.2,127.81,paper-forest-products,3
Orient Press,78.05,-0.51,114.5,61.75,78.05,paper-forest-products,2
Sundaram Multi,1.55,-3.13,1.85,1.0,73.45,paper-forest-products,1
Malu Paper,28.25,-0.7,36.0,22.45,48.19,paper-forest-products,2
Balkrishna ,26.8,4.89,26.8,10.5,28.78,paper-forest-products,4
Pudumjee Ind,13.6,-0.73,17.1,4.3,24.48,paper-forest-products,2
Magnum Ventures,5.8,4.5,7.45,2.45,21.81,paper-forest-products,4
UPL,796.65,0.92,805.3,365.65,60867.68,pesticides-agrochemicals,3
PI Industries,2563.0,0.54,2795.0,1500.0,38885.35,pesticides-agrochemicals,3
Bayer CropScien,5259.75,-0.87,6601.25,4650.0,23638.42,pesticides-agrochemicals,2
SUMITOMO,308.1,-2.28,338.5,225.0,15378.68,pesticides-agrochemicals,2
Fine Organics,3397.1,-2.81,3568.8,1854.0,10415.5,pesticides-agrochemicals,1
BASF,2403.5,-0.08,2609.0,1051.3,10403.7,pesticides-agrochemicals,2
Rallis India,302.9,-2.04,339.8,206.0,5890.46,pesticides-agrochemicals,2
Bharat Rasayan,12326.55,-0.48,13900.0,6073.0,5237.23,pesticides-agrochemicals,2
Dhanuka Agritec,864.35,-0.18,952.05,478.2,4026.0,pesticides-agrochemicals,2
Sharda Crop,355.75,2.14,374.3,134.3,3209.59,pesticides-agrochemicals,3
Heranba,735.85,1.23,945.0,602.1,2944.39,pesticides-agrochemicals,3
Astec Life,1465.9,-0.47,1530.0,638.0,2871.34,pesticides-agrochemicals,2
Punjab Chemical,1155.95,1.38,1197.0,411.35,1417.45,pesticides-agrochemicals,3
Excel,1107.35,-2.59,1211.5,536.15,1392.02,pesticides-agrochemicals,1
Insecticides,540.65,-3.07,575.0,361.65,1117.4,pesticides-agrochemicals,1
Nacl Industries,51.25,1.49,54.8,24.3,1013.71,pesticides-agrochemicals,3
Jubilant Ind,295.7,-0.85,368.55,92.0,444.47,pesticides-agrochemicals,2
Sun Pharma,696.1,0.75,721.85,443.4,167017.71,pharmaceuticals-drugs,3
