Company Name,Last Price,% Change,52 wk High,52 wk Low,Market Cap (Rs. cr),Category,Color
Donear Ind,37.9,2.16,41.75,23.2,197.08,textiles-apparel,3
Orbit Exports,70.45,-0.21,89.05,48.1,192.94,textiles-apparel,2
JBF Industries,23.3,4.95,23.3,6.8,190.76,textiles-apparel,4
Lovable Lingeri,114.55,1.91,116.3,45.8,169.53,textiles-apparel,3
Maral Overseas,38.5,-0.26,40.95,9.65,159.81,textiles-apparel,2
Pioneer,53.8,1.32,59.5,16.6,143.06,textiles-apparel,3
Indian Terrain,34.55,-3.63,52.5,24.1,141.97,textiles-apparel,1
SPL Industries,45.95,-1.39,57.7,19.0,133.26,textiles-apparel,2
VIP Clothing,14.8,4.59,18.3,5.25,122.24,textiles-apparel,4
TT,54.55,-1.98,62.6,26.15,117.27,textiles-apparel,2
Weizmann,53.0,-1.4,68.85,21.55,91.54,textiles-apparel,2
Suryalakshmi Co,44.9,-0.22,50.2,15.1,74.86,textiles-apparel,2
Damodar Ind,32.0,-2.74,41.85,17.2,74.56,textiles-apparel,1
Lambodhara Text,64.3,-0.23,73.0,20.95,66.73,textiles-apparel,2
Libas Consumer,44.7,-4.99,54.8,27.25,65.71,textiles-apparel,1
Flexituff Ventu,25.65,0.59,28.9,3.35,63.82,textiles-apparel,3
Mohini Health &,32.2,-4.87,39.5,11.8,58.72,textiles-apparel,1
Salona Cotspin,108.85,2.74,115.05,44.0,57.28,textiles-apparel,4
Morarjee Text,15.65,-0.63,18.45,8.1,56.86,textiles-apparel,2
DCM,29.85,0.51,40.8,16.65,55.75,textiles-apparel,3
Aarvee Denim,23.5,3.75,26.75,7.95,55.13,textiles-apparel,4
Sumeet Ind,5.05,-0.98,6.6,1.4,52.34,textiles-apparel,2
BSL,47.95,-4.86,55.1,19.15,49.35,textiles-apparel,1
Vardhman Poly,18.5,-1.6,28.85,2.7,41.24,textiles-apparel,2
Bang Overseas,30.4,-1.78,37.55,13.8,41.22,textiles-apparel,2
Bhandari Hosier,2.55,2.0,4.65,0.8,37.36,textiles-apparel,3
STL Global,12.3,19.42,13.0,5.8,33.77,textiles-apparel,5
Super Spinning,6.1,-0.81,6.65,3.15,33.55,textiles-apparel,2
Celebrity Fash,6.25,-3.85,7.75,3.6,29.86,textiles-apparel,1
Nagreeka Export,20.45,-3.31,24.9,9.0,25.56,textiles-apparel,1
Eastern Silk,3.05,3.39,3.75,0.7,24.08,textiles-apparel,4
Soma Textile,5.9,-2.48,10.25,1.9,19.49,textiles-apparel,2
Patspin India,5.95,0.85,7.9,2.7,18.4,textiles-apparel,3
Mittal Life Sty,11.0,8.91,160.75,8.25,12.93,textiles-apparel,5
Mohit Ind,7.9,0.64,9.85,3.0,11.18,textiles-apparel,3
Jet Knitwears,23.95,4.81,29.15,18.0,10.56,textiles-apparel,4
Raj Rayon Ind,0.25,0.0,0.4,0.05,8.66,textiles-apparel,2
SKS Textiles,25.25,1.41,31.75,22.1,8.23,textiles-apparel,3
Spentex Ind,0.85,-5.56,1.35,0.3,7.63,textiles-apparel,0
Alps Industries,1.9,-2.56,2.75,0.7,7.43,textiles-apparel,1
Pradip Overseas,1.05,-4.55,1.1,0.4,5.09,textiles-apparel,1
Thomas Scott,7.25,4.32,9.1,4.0,2.46,textiles-apparel,4
Adani Enterpris,1282.75,-1.84,1351.55,138.35,141078.14,trading,2
Sundram,785.8,0.38,839.9,282.1,16511.89,trading,3
MMTC Ltd,59.2,11.7,61.3,13.05,8880.0,trading,5
Redington,183.05,1.67,202.9,79.3,7125.58,trading,3
MSTC,269.8,-2.25,400.0,105.85,1899.39,trading,2
Yaarii Digital,113.7,-2.78,183.45,31.0,1015.63,trading,1
Uniphos Ent,99.8,-0.45,105.95,45.55,694.07,trading,2
Hexa Tradex,124.3,2.98,124.3,7.65,686.69,trading,4
Balaxi Pharma,679.75,5.0,1080.2,94.25,679.75,trading,4
STC India,92.1,4.66,109.85,35.5,552.6,trading,4
PTL Enterprises,42.2,0.36,51.45,28.15,279.32,trading,3
Kothari Product,80.6,-1.35,95.15,49.65,240.54,trading,2
SEL,6.6,-0.75,9.65,4.05,154.81,trading,2
Signet Ind,44.2,19.14,44.2,15.1,130.11,trading,5
Ausom Enterp,63.55,-1.09,83.3,23.0,86.58,trading,2
Sicagen India,20.9,1.46,26.15,10.55,82.7,trading,3
ABM Inter,59.95,-0.08,84.1,12.0,70.5,trading,2
Zenithexpo,96.7,-3.69,116.3,33.3,52.18,trading,1
Kalpataru Power,427.45,-0.63,438.6,192.3,6365.12,transmission-towers-equipments,2
Adani Ports,764.0,-0.33,885.0,298.0,155989.83,transport-infrastructure,2
Easy Trip,273.55,3.42,273.55,161.0,2971.98,travel-services,4
Thomas Cook,61.4,4.96,61.8,24.1,2322.61,travel-services,4
BLS Internation,110.15,-2.61,133.0,29.2,1128.49,travel-services,1
Cox & Kings,1.25,4.17,2.0,0.7,22.07,travel-services,4
Sun TV Network,518.0,-0.34,570.4,368.0,20413.58,tv-broadcasting-software-production,2
Zee Entertain,201.55,1.77,261.0,134.65,19359.19,tv-broadcasting-software-production,3
TV18 Broadcast,40.9,2.76,44.4,20.35,7011.73,tv-broadcasting-software-production,4
Network 18,39.55,-0.88,50.0,23.15,4140.68,tv-broadcasting-software-production,2
TV TodayNetwork,364.85,1.88,369.0,173.6,2177.01,tv-broadcasting-software-production,3
Nxtdigital,513.75,-1.84,724.8,315.65,1235.63,tv-broadcasting-software-production,2
Ent Network Ind,176.7,5.21,189.3,115.15,842.34,tv-broadcasting-software-production,5
Music Broadcast,23.7,1.5,27.05,12.4,819.27,tv-broadcasting-software-production,3
NDTV,79.8,-2.74,82.05,25.7,514.48,tv-broadcasting-software-production,1
Zee Media,9.75,4.84,10.75,4.25,459.02,tv-broadcasting-software-production,4
Raj Television,43.3,19.94,47.5,29.65,224.78,tv-broadcasting-software-production,5
Siti Networks,1.15,4.55,2.4,0.4,100.29,tv-broadcasting-software-production,4
TV Vision,2.25,-4.26,3.15,1.05,7.86,tv-broadcasting-software-production,1
Jain Studios,2.2,4.76,5.8,1.0,6.29,tv-broadcasting-software-production,4
Ortel Comm,1.05,5.0,1.95,0.7,3.46,tv-broadcasting-software-production,4
Ruchi Soya,1126.85,5.0,1519.65,403.75,33336.84,vegetable-oils-products,4
Agro Tech Foods,995.85,2.23,1081.0,451.05,2426.81,vegetable-oils-products,3
AVT Natural,68.9,4.55,68.9,33.95,1049.24,vegetable-oils-products,4
Gokul Agro,27.05,-2.35,31.7,9.7,356.78,vegetable-oils-products,2
Gokul Refoils,24.65,2.07,29.9,9.35,244.02,vegetable-oils-products,3
Ruchinfra,8.3,-4.05,25.85,5.5,170.35,vegetable-oils-products,1
Sanwaria Consum,0.7,7.69,3.95,0.55,51.53,vegetable-oils-products,5
Raj Oil Mills,106.8,-1.93,170.35,78.25,40.02,vegetable-oils-products,2
KDDL,284.55,1.16,435.0,100.92,362.44,watches-accessories,3
CenturyPlyboard,413.1,-5.47,447.4,100.4,9177.97,wood-wood-products,0
Greenply Ind,215.15,-0.53,224.65,73.5,2638.33,wood-wood-products,2
Archidply Ind,35.1,-2.09,46.4,17.75,69.73,wood-wood-products,2
The Western Ind,57.9,2.75,61.0,44.65,49.14,wood-wood-products,4
Mangalam Timber,12.35,0.0,13.3,5.75,22.63,wood-wood-products,2
