Company Name,Last Price,% Change,52 wk High,52 wk Low,Market Cap (Rs. cr),Category,Color
Citizen Info,5.02,4.58,5.02,1.95,2.71,online-services,4
Vikas Proppant ,2.17,0.0,12.55,2.01,111.68,other-agriculture-products,2
Kothari Ferment,69.8,2.27,77.45,37.9,104.7,other-agriculture-products,3
Indrayani Biot,5.04,-6.67,9.42,5.04,17.25,other-agriculture-products,0
Acewin Agriteck,10.5,1.06,20.18,4.02,10.78,other-agriculture-products,3
Unique Organics,14.85,4.87,22.6,3.39,8.84,other-agriculture-products,4
Techindia Nirm,6.15,-1.44,6.24,1.95,8.81,other-agriculture-products,2
Ozone World,20.75,-4.82,96.0,20.75,7.68,other-agriculture-products,1
Super Bakers,11.81,4.98,11.81,5.47,3.57,other-agriculture-products,4
Responsive Ind,159.85,-0.37,205.0,67.9,4266.6,other-construction-materials,2
Sri KPR Ind,16.8,-2.95,17.68,5.65,33.84,other-construction-materials,1
PG Industry,4.89,1.88,7.05,2.0,5.84,other-construction-materials,3
Milestone,8.77,0.0,11.3,8.5,4.4,other-construction-materials,2
Agarwal Ind,226.0,1.64,228.6,49.45,258.7,others-industrial-gases-fuels,3
Jindal PolyFilm,845.55,-1.69,941.25,274.0,3702.36,packaging-films,2
Cosmo Films,801.0,-1.04,840.0,260.0,1455.63,packaging-films,2
Ester Ind,143.55,-0.73,159.1,28.7,1197.12,packaging-films,2
Bilcare,55.7,0.0,67.95,24.6,131.15,packaging-films,2
Hind Tin Works,91.7,2.12,92.4,32.7,95.37,packaging-packaging-materials,3
Rollatainers,2.75,-1.43,5.11,1.14,68.79,packaging-packaging-materials,2
Scandent Imag,17.9,-0.28,18.95,5.37,57.46,packaging-packaging-materials,2
AMD Industries,20.5,2.24,27.85,10.85,39.29,packaging-packaging-materials,3
Shetron,26.75,17.84,26.75,16.0,24.08,packaging-packaging-materials,5
Radha Madhav,2.34,2.63,5.2,1.9,21.36,packaging-packaging-materials,4
Perfect Pack,123.0,4.99,136.0,100.6,16.38,packaging-packaging-materials,4
Duro Pack,24.45,1.88,24.45,9.35,12.89,packaging-packaging-materials,3
Rajeshwari,17.0,-2.86,21.0,17.0,8.92,packaging-packaging-materials,1
Guj Containers,15.25,4.81,22.88,7.64,8.62,packaging-packaging-materials,4
Polyplex Corp,1187.8,-0.09,1244.05,392.85,3728.8,packaging-polyfilms,2
Raj Packaging,21.25,-4.71,28.55,12.7,9.71,packaging-polyfilms,1
Kanpur Plast,211.5,6.98,211.5,47.0,302.71,packaging-sacks-and-bags,5
RDB Rasayans,82.0,-1.91,88.7,30.0,145.26,packaging-sacks-and-bags,2
Rishi Techtex,24.3,1.67,29.5,12.12,17.96,packaging-sacks-and-bags,3
Jumbo Bag,12.74,4.94,12.9,6.7,10.67,packaging-sacks-and-bags,4
Stanpacks India,2.76,4.94,6.66,2.35,1.68,packaging-sacks-and-bags,4
Gopala Poly,25.05,1.83,25.05,2.71,0.56,packaging-sacks-and-bags,3
Uflex,448.05,0.18,465.0,173.0,3235.44,packaging-materials-containers-packaging,3
Huhtamaki India,284.8,0.3,352.45,184.95,2150.86,packaging-materials-containers-packaging,3
Emmbi Ind,107.0,4.34,112.0,55.5,189.29,packaging-materials-containers-packaging,4
Shri Rama Multi,17.18,5.72,17.18,3.65,109.04,packaging-materials-containers-packaging,5
Promact Impex,4.74,-4.82,5.3,2.39,3.09,packaging-materials-containers-packaging,1
EPL,238.65,-1.65,318.75,164.0,7530.97,packaging-materials-plastic-products,2
Jagdamba Polyme,626.05,-1.17,756.3,154.85,548.29,packaging-materials-plastic-products,2
Guj Raffia Ind,63.5,4.96,83.45,7.94,34.32,packaging-materials-plastic-products,4
Ecoplast,72.4,0.21,108.0,66.0,21.72,packaging-materials-plastic-products,3
Pankaj Polymers,4.3,-0.23,5.55,2.94,2.38,packaging-materials-plastic-products,2
Asian Paints,2914.3,3.38,2914.3,1482.85,279539.01,paints,4
Berger Paints,821.0,1.69,824.8,441.25,79743.32,paints,3
Kansai Nerolac,574.85,1.89,679.6,346.2,30979.8,paints,3
Indigo Paints,2530.0,-1.03,3348.0,1490.0,12034.96,paints,2
Akzo Nobel,2250.4,-0.26,2510.0,1765.0,10248.39,paints,2
Shalimar Paints,103.1,-3.69,116.85,53.4,566.9,paints,1
JK Paper,156.4,3.17,167.4,85.5,2649.45,paper-forest-products,4
West Coast Pap,210.65,0.33,277.0,124.0,1391.32,paper-forest-products,3
Seshasayee Pape,161.15,0.0,183.7,118.0,1016.34,paper-forest-products,2
Tamil Newsprint,142.0,0.32,161.35,89.5,982.79,paper-forest-products,3
Andhra Paper,236.1,-0.53,298.95,160.25,938.97,paper-forest-products,2
Satia Ind,84.3,-1.11,142.9,65.0,843.0,paper-forest-products,2
Emami Paper,124.15,0.53,153.8,60.6,751.1,paper-forest-products,3
Orient Paper,26.95,-1.28,31.2,15.65,571.84,paper-forest-products,2
Kuantum Papers,64.65,-0.39,88.9,25.01,564.16,paper-forest-products,2
Rushil Decor,252.6,-4.98,289.0,68.0,502.89,paper-forest-products,1
NR Agarwal,250.0,-1.73,284.0,157.95,425.48,paper-forest-products,2
YASH PAKKA LTD,99.9,0.0,110.4,29.5,352.05,paper-forest-products,2
Shree Rama News,16.72,0.91,20.34,9.67,246.66,paper-forest-products,3
Pudumjee Paper ,25.5,7.37,28.1,10.67,242.12,paper-forest-products,5
Genus Paper,9.05,0.0,9.45,3.54,232.7,paper-forest-products,2
Nath Industries,117.0,6.65,117.0,57.25,222.3,paper-forest-products,5
Astron Paper & ,43.35,2.85,59.0,26.75,201.58,paper-forest-products,4
Star Paper,124.05,1.1,138.5,85.0,193.62,paper-forest-products,3
Ruchira Papers,67.8,-0.66,77.0,34.0,164.43,paper-forest-products,2
Ballarpur Ind,1.16,-4.92,3.06,0.43,150.04,paper-forest-products,1
Shreyans Ind,92.95,0.7,117.1,67.5,128.5,paper-forest-products,3
South (I) Paper,83.3,-0.83,102.9,52.1,124.95,paper-forest-products,2
Kushal,4.63,1.54,7.28,2.89,114.6,paper-forest-products,3
Metroglobal,64.5,4.71,70.6,35.6,79.56,paper-forest-products,4
Orient Press,78.0,-0.83,114.95,63.3,78.0,paper-forest-products,2
Sundaram Multi,1.57,-0.63,1.97,1.02,74.4,paper-forest-products,2
Malu Paper,28.4,-2.41,36.0,22.1,48.45,paper-forest-products,2
Balkrishna ,25.0,4.82,25.65,10.69,26.85,paper-forest-products,4
Pudumjee Ind,13.67,-0.58,17.85,3.45,24.61,paper-forest-products,2
Magnum Ventures,5.89,4.99,7.64,2.0,22.15,paper-forest-products,4
Rama Paper Mill,12.94,4.19,17.8,6.06,12.51,paper-forest-products,4
Cella Space Ltd,6.18,1.98,7.68,3.43,11.84,paper-forest-products,3
Dwekam Industri,21.55,-0.23,26.4,3.01,10.78,paper-forest-products,2
Sangal Papers,77.0,0.65,93.0,47.65,10.07,paper-forest-products,3
Mohit Paper Mil,6.3,5.0,9.1,4.41,8.82,paper-forest-products,4
Superb Papers,11.95,5.66,12.85,9.0,6.5,paper-forest-products,5
Agio Paper,2.15,4.88,3.02,0.65,3.47,paper-forest-products,4
Gratex Ind,9.92,-4.98,18.0,8.5,3.01,paper-forest-products,1
Shree Rajesh Pa,1.99,4.74,4.59,1.33,2.48,paper-forest-products,4
Ashutosh Paper ,0.96,0.0,1.34,0.44,0.63,paper-forest-products,2
Shree Kr Paper,12.98,0.0,28.35,12.0,17.55,paper-paper-products,2
UPL,797.0,0.95,806.1,365.8,60894.42,pesticides-agrochemicals,3
PI Industries,2571.65,0.87,2795.0,1500.0,39016.59,pesticides-agrochemicals,3
Bayer CropScien,5280.1,-0.55,6550.0,4600.0,23729.87,pesticides-agrochemicals,2
SUMITOMO,307.85,-2.41,338.4,225.25,15366.2,pesticides-agrochemicals,2
Fine Organics,3410.0,-2.45,3565.25,1852.1,10455.05,pesticides-agrochemicals,2
BASF,2401.9,-0.51,2607.2,1048.0,10396.78,pesticides-agrochemicals,2
Rallis India,302.8,-2.07,340.0,206.0,5888.52,pesticides-agrochemicals,2
Bharat Rasayan,12600.0,1.65,14004.9,6073.2,5353.41,pesticides-agrochemicals,3
Dhanuka Agritec,870.0,0.39,949.5,475.0,4052.31,pesticides-agrochemicals,3
Sharda Crop,357.9,2.7,374.0,134.6,3228.99,pesticides-agrochemicals,4
Heranba,735.9,1.2,944.95,602.85,2944.59,pesticides-agrochemicals,3
Astec Life,1471.5,-0.17,1528.0,382.0,2882.31,pesticides-agrochemicals,2
Punjab Chemical,1152.0,1.2,1196.5,408.15,1412.6,pesticides-agrochemicals,3
Excel,1100.0,-3.25,1210.0,535.45,1382.78,pesticides-agrochemicals,1
Insecticides,540.5,-3.08,574.85,360.0,1117.09,pesticides-agrochemicals,1
Nacl Industries,51.3,1.18,56.0,25.05,1014.7,pesticides-agrochemicals,3
Shivalik Rasa,734.95,0.07,853.95,225.2,1012.7,pesticides-agrochemicals,3
Jubilant Ind,300.0,0.54,367.5,93.75,450.93,pesticides-agrochemicals,3
Bhagiradh Chem,509.9,0.54,574.0,240.0,423.71,pesticides-agrochemicals,3
Kilpest (I),411.4,1.73,517.0,117.15,308.88,pesticides-agrochemicals,3
Aimco Pesticide,111.25,-1.9,124.8,45.7,106.61,pesticides-agrochemicals,2
Modipon,28.0,4.87,42.0,11.98,32.41,pesticides-agrochemicals,4
Super Crop Safe,7.31,-0.81,13.69,6.51,29.4,pesticides-agrochemicals,2
Phyto Chem,22.8,4.11,32.6,16.05,9.8,pesticides-agrochemicals,4
Apollo Pipes,1098.85,-0.76,1206.0,267.75,1440.53,plastic-products,2
Nahar Poly Film,157.5,-2.02,165.8,39.8,387.26,plastic-products,2
PPL,154.9,-2.85,162.8,37.5,370.5,plastic-products,1
Mitsu Chem Plas,259.0,1.85,259.0,67.5,312.68,plastic-products,3
Sintex Plastics,3.99,4.18,4.6,1.21,253.82,plastic-products,4
Shish Industrie,83.45,4.97,92.55,15.86,84.36,plastic-products,4
Dhabriya Poly,69.8,-6.62,75.0,24.5,75.55,plastic-products,0
Machino Plastic,99.95,4.71,115.0,41.8,61.34,plastic-products,4
Polyspin Export,56.75,-1.82,66.0,22.78,56.75,plastic-products,2
Guj Petrosynth,40.8,2.0,40.8,5.43,24.35,plastic-products,3
Guj Craft Ind,46.45,2.54,49.9,18.0,22.71,plastic-products,4
Amco India,33.05,4.92,38.7,15.6,13.58,plastic-products,4
Polymac Thermo,10.5,-9.48,11.6,8.8,5.02,plastic-products,0
Deccan Poly,2.47,-5.0,3.7,1.86,0.52,plastic-products,0
Supreme Ind,2217.9,1.42,2338.45,970.1,28173.29,plastics-moulded-articles-and-furnitures,3
Nilkamal,2190.0,-0.76,2248.6,976.25,3268.03,plastics-moulded-articles-and-furnitures,2
Time Techno,80.45,0.75,86.2,27.95,1819.35,plastics-moulded-articles-and-furnitures,3
Mold-Tek Pack,498.0,-1.64,571.0,165.2,1389.99,plastics-moulded-articles-and-furnitures,2
Acrysil India,470.0,4.26,476.2,58.75,1254.66,plastics-moulded-articles-and-furnitures,4
Pil Italica,11.79,0.0,19.3,3.72,277.07,plastics-moulded-articles-and-furnitures,2
Prima Plastics,111.5,1.23,123.0,28.15,122.66,plastics-moulded-articles-and-furnitures,3
OK Play,22.3,-1.98,32.45,14.55,42.83,plastics-moulded-articles-and-furnitures,2
National Plasti,34.05,3.03,34.6,16.4,31.09,plastics-moulded-articles-and-furnitures,4
National Tech,43.0,0.94,45.15,25.2,25.22,plastics-moulded-articles-and-furnitures,3
MPL Plastics,7.69,-1.91,8.6,2.89,9.61,plastics-moulded-articles-and-furnitures,2
Hitech Corp,185.2,3.12,194.0,61.0,318.09,plastics-pet-bottels-jars-containers,4
TPL Plastech,233.15,1.55,249.45,75.0,181.86,plastics-pet-bottels-jars-containers,3
Kemp and Co,409.0,4.99,450.0,333.3,44.18,plastics-pet-bottels-jars-containers,4
Innovative Tech,19.15,1.32,24.15,7.6,43.02,plastics-pet-bottels-jars-containers,3
Pearl Polymers,14.9,0.68,23.0,9.76,25.08,plastics-pet-bottels-jars-containers,3
Jauss Polymers,5.37,4.88,7.46,3.42,2.48,plastics-pet-bottels-jars-containers,4
Swadeshi Ind,0.94,0.0,1.14,0.28,1.02,plastics-pet-bottels-jars-containers,2
Hind Adhesives,195.8,10.0,195.8,55.0,100.18,plastics-self-adhesive-tapes,5
Sintex Ind,3.48,1.16,5.65,1.07,208.53,plastics-thermoplastics,3
Xpro India,135.15,4.97,149.3,15.6,159.66,plastics-thermoplastics,4
Astral Ltd,1817.3,1.36,1987.5,576.0,36510.97,plastics-tubespipeshoses-fittings,3
Finolex Ind,165.4,1.72,165.4,80.6,10262.69,plastics-tubespipeshoses-fittings,3
Prince Pipes,730.35,-1.34,794.85,76.5,8035.73,plastics-tubespipeshoses-fittings,2
Jain Irrigation,21.5,-0.92,26.35,6.45,1067.19,plastics-tubespipeshoses-fittings,2
Kriti Ind,68.1,-1.59,92.95,13.65,337.8,plastics-tubespipeshoses-fittings,2
Texmo Pipes,57.05,9.92,57.05,9.46,166.56,plastics-tubespipeshoses-fittings,5
Kisan Mouldings,16.97,2.72,19.96,6.51,57.47,plastics-tubespipeshoses-fittings,4
JISL,13.41,1.59,17.38,6.17,25.87,plastics-tubespipeshoses-fittings,3
Tijaria Polypip,8.02,4.97,9.9,4.96,22.96,plastics-tubespipeshoses-fittings,4
Kunststoffe Ind,25.5,2.41,27.95,3.6,17.57,plastics-tubespipeshoses-fittings,3
Arcee Ind,5.8,-4.92,7.29,2.41,2.98,plastics-tubespipeshoses-fittings,1
Gujarat Pipavav,102.3,-1.59,117.75,60.1,4945.59,ports,2
Dredging Corp,397.5,-0.35,456.95,211.15,1113.0,ports,2
Adani Trans,1450.65,-5.0,1526.95,167.2,159543.95,power-generationdistribution,0
Power Grid Corp,233.0,0.93,239.8,154.65,121896.04,power-generationdistribution,3
NTPC,113.25,0.35,116.8,78.1,109814.74,power-generationdistribution,3
Adani Power,100.4,-0.64,109.0,29.05,38723.67,power-generationdistribution,2
Tata Power,107.4,0.05,114.95,33.6,34317.95,power-generationdistribution,3
NHPC,25.65,0.39,27.65,19.5,25765.51,power-generationdistribution,3
Torrent Power,434.75,-1.17,465.4,293.05,20894.81,power-generationdistribution,2
JSW Energy,118.15,1.2,139.0,38.85,19409.52,power-generationdistribution,3
IEX,359.85,-2.01,413.65,161.2,10779.54,power-generationdistribution,2
SJVN,26.85,-0.37,28.65,19.1,10551.5,power-generationdistribution,2
IndiGrid InvIT ,131.0,0.54,144.0,95.13,9172.35,power-generationdistribution,3
CESC,681.75,-0.54,730.0,534.0,9037.08,power-generationdistribution,2
NLC India,60.6,-0.82,73.9,40.2,8403.02,power-generationdistribution,2
Sterling & Wils,232.65,-1.19,343.5,138.35,3730.78,power-generationdistribution,2
PTC India,91.3,1.5,101.05,32.85,2702.56,power-generationdistribution,3
Jaiprakash Pow,3.94,4.79,4.26,0.77,2700.26,power-generationdistribution,4
Rattanindia Ent,18.21,-4.96,19.16,1.53,2517.11,power-generationdistribution,1
Reliance Power,7.88,4.93,7.88,1.7,2210.44,power-generationdistribution,4
Rattan Power,3.29,4.78,4.48,1.12,1766.76,power-generationdistribution,4
Reliance Infra,58.0,2.65,58.2,14.95,1525.34,power-generationdistribution,4
Nava Bharat Ven,92.7,-1.12,104.8,34.8,1331.61,power-generationdistribution,2
Guj Ind Power,82.4,-1.02,94.5,53.55,1246.31,power-generationdistribution,2
BF Utilities,312.6,-0.86,343.25,136.5,1177.49,power-generationdistribution,2
Ravindra Tradin,34.6,1.76,43.05,21.25,413.92,power-generationdistribution,3
Urja Global,6.88,-0.86,9.48,2.15,383.36,power-generationdistribution,2
Orient Green,2.31,1.32,3.69,1.67,173.42,power-generationdistribution,3
Energy Dev,10.1,2.12,16.8,4.5,47.98,power-generationdistribution,3
Indowind Energy,4.2,1.45,5.85,2.44,37.69,power-generationdistribution,3
Muzali Arts,5.65,-4.88,9.0,3.73,27.51,power-generationdistribution,1
S E Power,6.56,4.96,6.56,1.88,26.64,power-generationdistribution,4
Gita Renewable ,47.05,1.95,47.05,5.49,19.35,power-generationdistribution,3
Karma Energy,14.43,-1.7,25.17,7.6,16.7,power-generationdistribution,2
Suryachakra Pow,0.71,4.41,0.74,0.28,10.62,power-generationdistribution,4
Urja Global-RI,2.08,-0.95,5.0,1.62,10.4,power-generationdistribution,2
Veer Energy,8.99,2.63,14.4,5.51,10.35,power-generationdistribution,4
Indiamart Inter,7651.65,0.91,9951.95,2036.35,23233.26,printing-publishing,3
Navneet,91.8,15.62,95.1,65.7,2101.03,printing-publishing,5
DB Corp,98.25,4.8,107.0,59.0,1718.99,printing-publishing,4
JagranPrakashan,59.45,2.5,67.7,29.55,1653.79,printing-publishing,3
MPS,638.0,-1.02,677.0,218.85,1151.61,printing-publishing,2
Hindustan Media,91.25,19.99,91.25,38.1,672.25,printing-publishing,5
HT Media,28.1,8.49,30.65,10.11,654.02,printing-publishing,5
Sandesh,832.0,6.65,832.0,415.0,629.78,printing-publishing,5
Repro India,358.05,1.73,463.2,324.0,432.84,printing-publishing,3
S Chand and Co,97.5,1.04,134.0,41.25,341.01,printing-publishing,3
Sambhaav Media,2.75,-1.08,3.15,1.54,52.56,printing-publishing,2
Next Mediaworks,4.61,-2.54,8.29,3.38,30.84,printing-publishing,1
Infomedia Press,4.73,4.88,4.73,2.08,23.74,printing-publishing,4
Diligent Media ,1.95,4.84,2.03,0.33,22.95,printing-publishing,4
Cyber Media,10.0,-1.96,20.35,2.5,15.67,printing-publishing,2
Nova Publicat,27.1,-4.91,32.9,14.5,8.54,printing-publishing,1
Olympic Cards,3.4,0.0,4.91,2.25,5.54,printing-publishing,2
Kokuyo Camlin,61.5,6.86,75.35,45.5,616.87,printing-stationery,5
Linc PenandPlas,161.8,1.89,195.35,127.25,240.63,printing-stationery,3
Gala Global Prd,30.15,0.5,64.2,25.0,164.58,printing-stationery,3
Unick Fix-A- Fo,31.5,-0.94,32.25,19.05,17.28,printing-stationery,2
Kiran Print,3.59,4.97,4.64,3.26,1.8,printing-stationery,4
CRISIL,1911.35,0.82,2125.0,1355.0,13904.2,ratings,3
ICRA,3171.1,0.63,3985.0,2430.0,3060.5,ratings,3
CARE Ratings,558.3,1.31,588.0,296.05,1644.82,ratings,3
Krishna Venture,11.93,-4.94,19.4,8.8,12.88,real-estate-operations,1
S V Global Mill,50.1,4.92,50.1,26.6,90.6,real-estate-rental-development-operations,4
IOC,110.25,0.68,110.25,71.35,103791.1,refineries,3
BPCL,473.5,0.13,482.4,312.1,102714.12,refineries,3
HPCL,287.8,1.09,288.15,163.3,40825.82,refineries,3
MRPL,50.3,-0.98,55.2,25.0,8815.57,refineries,2
Chennai Petro,130.05,-2.91,135.55,47.7,1936.59,refineries,1
Orient Refract,321.45,4.79,339.0,132.0,3861.87,refractories,4
Vesuvius India,1040.15,-1.83,1187.05,834.85,2111.1,refractories,2
IFGL Refractory,358.75,0.55,432.0,95.5,1292.91,refractories,3
Morganite India,854.3,-4.15,1164.0,666.58,478.41,refractories,1
Orient Abrasive,24.15,-0.82,29.35,12.11,288.93,refractories,2
Raasi Refract,7.9,1.28,9.34,2.87,3.72,refractories,3
General Insuran,193.55,0.03,243.7,116.0,33956.41,reinsurance,3
Adani Green Ene,1313.75,-3.56,1365.45,198.85,205472.38,renewables,1
Avenue Supermar,3102.15,2.15,3328.0,1900.0,200949.43,retailing,3
Trent,827.9,2.0,945.0,437.85,29430.81,retailing,3
Aditya Birla F,185.5,-3.13,223.55,102.25,16560.88,retailing,1
V-Mart Retail,2773.1,-1.14,3129.4,1561.95,5464.71,retailing,2
Future Retail,45.9,-1.71,168.0,40.6,2489.08,retailing,2
Shoppers Stop,221.4,0.25,269.6,124.86,2421.21,retailing,3
AFL,144.0,2.64,188.8,114.29,1634.24,retailing,4
AB F&R-PP,151.5,-1.27,186.45,62.0,1356.18,retailing,2
Spencer Retail,76.0,-1.55,106.21,65.75,685.05,retailing,2
Future Ent DVR,12.77,1.35,23.7,9.46,580.04,retailing,3
V2 Retail,130.6,4.98,154.8,43.6,445.41,retailing,4
Future Ent,9.2,0.33,22.25,7.61,418.54,retailing,3
Future Market,14.5,-1.36,32.55,11.95,83.44,retailing,2
Mandhana Retail,11.78,-3.13,16.13,6.48,26.01,retailing,1
Cochin Shipyard,385.5,-0.91,426.0,218.65,5070.88,ship-building,2
Mazagon Dock,215.85,2.37,242.4,145.0,4353.48,ship-building,3
Garden Reach Sh,184.8,-0.86,243.2,132.5,2116.92,ship-building,2
VMS Industries,8.85,2.91,10.68,5.13,14.58,ship-building,4
GE Shipping,405.1,-1.06,429.0,189.2,5953.61,shipping,2
Shipping Corp,113.15,-2.12,134.6,41.05,5270.52,shipping,2
Seamec,470.8,1.44,548.0,296.2,1197.01,shipping,3
Reliance Naval ,2.95,1.03,4.3,0.95,217.59,shipping,3
Essar Shipping,9.1,0.66,12.8,6.5,188.35,shipping,3
Hariyana Ship,80.0,-5.55,94.4,24.0,49.33,shipping,0
Mercator,1.48,4.96,1.69,0.69,44.76,shipping,4
Global Offshore,7.6,4.97,10.98,2.92,18.79,shipping,4
Chowgule Steam,4.97,-4.97,7.94,3.06,18.05,shipping,1
Tata Elxsi,3560.0,-0.67,4089.7,740.6,22170.41,software,2
Tanla Platforms,875.45,0.97,1030.0,61.75,11909.31,software,3
Nazara,1650.0,0.1,2026.9,1101.0,5024.72,software,3
Subex,61.2,9.48,67.4,6.22,3439.46,software,5
Newgen Software,365.25,-4.0,391.0,134.35,2555.13,software,1
Ramco System,576.3,4.31,784.15,68.6,1770.05,software,4
Nucleus Softwar,578.35,-0.88,754.4,232.05,1679.57,software,2
Accelya Kale,893.9,-0.4,1069.0,800.5,1334.26,software,2
OnMobile Global,126.0,5.88,133.6,27.0,1318.75,software,5
Cigniti Tech,423.65,0.61,506.0,250.0,1187.07,software,3
Moschip Tech,33.65,4.99,40.45,8.67,531.64,software,4
Saksoft,506.2,-1.6,539.45,138.0,531.0,software,2
63 Moons Tech,93.15,1.64,112.4,50.85,429.22,software,3
Brightcom Group,8.14,-0.73,13.02,4.71,413.23,software,2
aurionPro Sol,156.85,9.99,195.0,40.55,357.62,software,5
ABM Knowledg,118.0,3.37,145.45,38.95,236.03,software,4
Virinchi ,61.55,-1.6,67.7,24.65,235.49,software,2
Ceinsys Tech,138.95,0.76,158.7,77.15,154.47,software,3
Mindteck,54.1,0.93,61.35,19.65,138.61,software,3
Intense Tech,55.35,-1.07,64.8,15.95,124.12,software,2
DRC Systems,299.0,-3.95,355.4,10.0,115.57,software,1
GSS Infotech,67.5,0.75,76.3,19.75,114.32,software,3
Eco Recycling,55.8,0.27,71.75,25.75,107.68,software,3
Odyssey Tech,56.1,4.96,70.75,17.0,88.34,software,4
Globalspace Tec,74.0,10.86,135.85,51.05,84.78,software,5
Compucom Soft,9.1,-0.66,11.3,6.84,72.0,software,2
RS Software,27.55,0.92,35.85,12.1,70.83,software,3
Trejhara,40.0,-1.36,51.5,4.75,47.27,software,2
Ram Informatics,38.45,3.64,39.1,10.43,25.81,software,4
Cybermate Info,1.99,2.05,2.15,0.74,19.69,software,3
Prithvi Exc,19.9,0.25,28.5,16.3,16.42,software,3
Lee and Nee,2.86,4.76,3.52,0.74,15.95,software,4
California Soft,9.15,0.55,15.67,6.25,14.14,software,3
Parle  Indus,10.06,4.9,20.55,8.42,14.08,software,4
Ace Soft Export,14.74,10.0,17.0,11.25,6.9,software,5
Svam Software,3.68,1.94,3.68,0.28,6.22,software,3
Melstar Info,2.39,4.82,4.92,1.64,3.41,software,4
Advent Computer,2.0,-4.31,2.28,0.89,3.25,software,1
SIT,0.89,-1.11,1.28,0.27,3.08,software,2
Twinstar Ind,1.02,4.08,1.39,0.57,2.3,software,4
Hit Kit Global,0.55,3.77,0.56,0.19,2.04,software,4
Aarti Ind,1656.45,-1.15,1815.35,850.95,28861.07,speciality-chemicals,2
Atul,8591.8,-0.78,8752.0,4183.45,25420.6,speciality-chemicals,2
Alkyl Amines,3605.0,0.9,3969.95,341.36,18400.43,speciality-chemicals,3
Vinati Organics,1784.45,-0.82,1870.0,946.8,18340.94,speciality-chemicals,2
Navin Fluorine,3298.0,2.71,3659.0,1451.75,16327.71,speciality-chemicals,4
Balaji Amines,2791.05,-3.54,2942.75,378.75,9043.28,speciality-chemicals,1
Gujarat Fluoro,820.0,-0.31,870.0,280.1,9007.7,speciality-chemicals,2
Anupam Rasayan,762.1,-0.79,849.7,472.25,7615.09,speciality-chemicals,2
Supreme Petro,788.0,8.25,788.0,148.4,7408.83,speciality-chemicals,5
Rossari,1242.05,2.51,1347.6,425.0,6824.0,speciality-chemicals,4
Laxmi Organic,234.0,-1.41,240.0,143.0,6169.71,speciality-chemicals,2
Privi Special,1080.0,-1.94,1136.65,420.55,4218.77,speciality-chemicals,2
Guj Heavy Chem,260.0,0.79,275.0,99.1,2470.35,speciality-chemicals,3
Camlin Fine,186.7,8.42,186.7,36.4,2381.9,speciality-chemicals,5
Neogen,979.1,-1.68,1027.0,443.9,2284.69,speciality-chemicals,2
Paushak Ltd,6850.0,-0.69,9479.0,1790.0,2111.25,speciality-chemicals,2
IG Petro,595.4,4.82,595.4,113.65,1833.53,speciality-chemicals,4
Apcotex Ind,340.75,-1.65,384.75,85.0,1766.62,speciality-chemicals,2
Chemcon Special,434.05,-0.82,743.8,340.0,1589.96,speciality-chemicals,2
Manali Petro,83.0,2.53,89.35,13.95,1427.59,speciality-chemicals,4
Fairchem Org.,920.35,-0.75,935.0,511.0,1198.38,speciality-chemicals,2
Clariant Chem,487.35,0.58,608.0,288.0,1124.89,speciality-chemicals,3
Ultramarine,349.1,-2.92,448.0,153.5,1019.37,speciality-chemicals,1
Black Rose Ind,191.0,7.79,195.0,60.5,974.1,speciality-chemicals,5
Fineotex Chem,87.05,5.96,87.05,23.15,964.06,speciality-chemicals,5
Dharamsi Morarj,360.75,4.99,434.35,65.5,899.71,speciality-chemicals,4
Foseco India,1386.3,0.19,1497.0,984.9,885.35,speciality-chemicals,3
GFL,73.55,2.22,127.85,64.0,807.95,speciality-chemicals,3
Plastiblends,249.0,-3.66,290.0,139.0,647.13,speciality-chemicals,1
Kanoria Chem,139.0,4.43,139.4,27.85,607.34,speciality-chemicals,4
Jayant Agro-Org,190.6,5.19,205.0,65.75,571.8,speciality-chemicals,5
Yasho Industrie,487.0,3.54,487.0,115.0,530.79,speciality-chemicals,4
Indo Amines,143.0,8.75,143.0,40.9,505.49,speciality-chemicals,5
DIC India,403.95,0.02,458.8,290.25,370.78,speciality-chemicals,3
Amal,332.0,-0.9,444.0,100.25,312.91,speciality-chemicals,2
Dai-Ichi Karkar,379.15,-0.72,425.0,178.25,282.51,speciality-chemicals,2
Jyoti Resins,701.9,-2.12,759.0,101.05,280.76,speciality-chemicals,2
Vinyl Chemicals,152.95,3.31,162.8,77.15,280.47,speciality-chemicals,4
Chembond Chem,201.65,-2.06,241.0,130.05,271.18,speciality-chemicals,2
Multibase India,205.4,0.37,239.85,90.3,259.21,speciality-chemicals,3
Titan Biotech,298.8,-0.91,351.1,63.1,246.92,speciality-chemicals,2
Nitta Gelatin,191.0,-3.02,206.0,101.25,173.41,speciality-chemicals,1
Chemcrux Enterp,330.0,2.55,348.0,75.0,162.9,speciality-chemicals,4
Seya Industries,58.75,0.43,120.5,41.45,156.1,speciality-chemicals,3
Vikas WSP,5.65,-1.57,7.55,3.68,115.51,speciality-chemicals,2
Polson,9535.0,-1.5,12198.9,7005.0,114.42,speciality-chemicals,2
Narmada Gelatin,179.05,1.22,208.0,111.1,108.32,speciality-chemicals,3
Cochin Minerals,134.15,1.63,171.9,97.0,105.04,speciality-chemicals,3
