Company Name,Last Price,% Change,52 wk High,52 wk Low,Market Cap (Rs. cr),Category,Color
Ind Bank Housin,31.7,1.28,53.45,13.7,31.7,finance-housing,3
Sahara Housing,34.6,-0.14,55.4,23.2,24.22,finance-housing,2
Parshwanath,30.25,4.67,30.25,12.16,9.47,finance-housing,4
Bajaj Finserv,11370.95,1.87,11580.0,3985.6,180954.39,finance-investment,3
HDFC AMC,2828.35,0.27,3358.3,2071.0,60255.46,finance-investment,3
AB Capital,124.25,-1.31,139.6,41.25,30010.48,finance-investment,2
Nippon,347.5,-1.12,374.5,233.4,21442.96,finance-investment,2
Chola Fin Hold,638.65,1.55,659.0,223.0,11989.25,finance-investment,3
IIFL Finance,261.0,-1.58,346.55,58.15,9891.24,finance-investment,2
UTI AMC,735.25,-0.84,776.95,471.1,9322.03,finance-investment,2
Capri Global,458.4,-0.55,472.2,122.35,8035.08,finance-investment,2
JM Financial,82.0,-2.26,101.6,59.0,7812.33,finance-investment,2
JSW Holdings,4485.0,2.13,4764.0,1521.05,4978.18,finance-investment,3
Equitas Holding,91.85,4.02,101.9,40.35,3139.34,finance-investment,4
Religare Enterp,106.35,3.81,114.5,22.7,2758.87,finance-investment,4
Pilani Invest,1690.45,0.21,2989.95,1280.0,1871.71,finance-investment,3
Centrum Capital,38.3,-1.54,40.65,10.56,1593.41,finance-investment,2
BF Investment,318.0,-0.9,368.4,224.3,1197.83,finance-investment,2
Max Ventures an,66.85,-0.3,69.0,26.55,980.18,finance-investment,2
Capital India,110.5,-0.99,177.0,75.5,858.96,finance-investment,2
Rane Holdings,599.5,3.76,712.75,328.0,855.95,finance-investment,4
Nalwa Sons,1654.0,-1.11,1800.0,527.1,849.52,finance-investment,2
SMC Global Secu,67.5,-3.16,109.85,65.0,763.66,finance-investment,1
Kalyani Invest,1692.4,0.17,1750.0,1044.05,738.78,finance-investment,3
Authum Invest,402.5,1.99,421.4,49.85,649.61,finance-investment,3
Oswal Greentech,21.9,6.83,24.5,8.65,562.41,finance-investment,5
VLS Finance,135.95,0.04,145.1,33.75,525.61,finance-investment,3
Max India,69.9,1.6,80.0,10.0,375.97,finance-investment,3
A.K.Capital Ser,490.0,5.71,490.0,163.3,323.4,finance-investment,5
Kiran Vyapar,109.6,-1.26,114.95,45.15,299.03,finance-investment,2
Systematix Corp,215.8,-1.01,224.65,31.4,280.11,finance-investment,2
Dhunseri Invest,379.5,-2.04,419.0,155.25,231.39,finance-investment,2
Prismx Global,70.6,1.36,80.35,5.26,200.43,finance-investment,3
ILandFS,5.85,0.0,6.74,2.15,183.71,finance-investment,2
Apollo Finvest,423.25,5.0,555.0,158.9,157.92,finance-investment,4
Oswal Agro,11.47,19.98,16.2,5.7,153.97,finance-investment,5
Magellanic,60.95,0.08,79.85,31.15,153.39,finance-investment,3
Welspun Invest,406.0,-0.98,513.35,153.0,148.37,finance-investment,2
Paul Merchants,1392.0,-1.09,1948.0,740.0,143.1,finance-investment,2
Maha Rasht Apex,94.85,-0.26,108.95,48.45,133.66,finance-investment,2
Aarnav Fashions,75.1,-2.15,96.25,38.0,112.69,finance-investment,2
LKP Finance,80.0,0.88,139.0,46.4,100.55,finance-investment,3
East West,8.22,2.62,13.7,7.2,90.06,finance-investment,4
PMC Fincorp,1.73,4.85,1.73,0.19,88.07,finance-investment,4
Ganges Securiti,68.9,-1.99,84.9,23.1,68.93,finance-investment,2
Shriram Asset,104.45,-0.05,110.0,40.9,62.67,finance-investment,2
Garnet Intl,30.15,-1.15,44.65,21.05,59.2,finance-investment,2
Palash Securiti,57.55,1.95,64.0,18.25,57.57,finance-investment,3
Avonmore Cap,22.65,-2.37,27.5,6.5,54.97,finance-investment,2
Indo Thai Secu,54.2,4.13,62.6,11.7,54.2,finance-investment,4
Superior Finlea,170.8,-0.03,171.2,30.5,51.26,finance-investment,2
Aryaman Fin Ser,42.5,-3.08,55.0,37.75,49.65,finance-investment,1
Keynote Finance,70.15,-4.95,115.95,32.7,49.23,finance-investment,1
Tamboli Capital,41.75,-4.02,62.8,24.55,41.42,finance-investment,1
Times Guaranty,45.5,0.78,64.45,18.9,40.92,finance-investment,3
Pioneer Invest,32.3,2.05,38.0,21.0,39.72,finance-investment,3
Wallfort Fin,40.1,-2.2,45.0,14.6,38.85,finance-investment,2
Goldcrest Fin,68.0,4.62,85.5,55.0,38.69,finance-investment,4
Zodiac Ventures,10.13,1.91,15.12,3.75,37.77,finance-investment,3
Stanrose Financ,84.95,-0.06,101.35,67.0,33.71,finance-investment,2
Tilak Ventures,2.6,4.84,4.95,1.4,33.4,finance-investment,4
Narendra Invest,84.4,-1.97,89.6,10.7,32.24,finance-investment,2
HB Portfolio,24.9,4.84,29.05,11.0,26.8,finance-investment,4
Visagar Polytex,0.9,4.65,1.91,0.19,26.34,finance-investment,4
Yamini Invt,0.5,4.17,0.7,0.19,26.29,finance-investment,4
Titan Secu,10.4,-2.62,11.97,3.01,26.02,finance-investment,1
Trio Mercantile,3.8,2.15,7.75,3.0,25.82,finance-investment,3
Lesha Ind,1.94,4.86,1.94,0.75,21.34,finance-investment,4
Sumedha Fiscal,26.2,0.77,34.4,13.9,20.92,finance-investment,3
SKP Securities,61.0,-4.01,65.0,30.85,20.77,finance-investment,1
IM+ Capitals,58.85,-4.93,69.0,19.5,20.61,finance-investment,1
Yash Manage,11.89,7.12,17.2,4.0,20.21,finance-investment,5
Walchand People,66.6,-1.77,73.9,37.0,19.34,finance-investment,2
Integ Fin Serv,31.0,0.65,34.7,16.7,18.6,finance-investment,3
Chartered Cap,60.8,-5.0,73.0,47.45,18.31,finance-investment,0
Elixir Cap,31.4,1.29,40.4,21.0,18.22,finance-investment,3
Som Datt Fin,18.0,0.56,21.05,8.96,18.01,finance-investment,3
Haryana Capfin,32.0,0.31,35.2,23.45,16.67,finance-investment,3
A F Ent,17.2,-1.99,19.25,6.87,16.36,finance-investment,2
Zenlabs Ethica,24.75,0.81,38.6,19.15,16.11,finance-investment,3
AshirwadCapital,3.9,0.52,5.35,1.7,15.6,finance-investment,3
21st Cen Mgt,14.8,2.0,15.66,9.51,15.54,finance-investment,3
Utique,2.79,4.49,3.08,0.81,15.53,finance-investment,4
Sagar Product,3.83,4.93,12.0,2.38,15.37,finance-investment,4
Mena Mani Indus,14.3,-0.21,17.0,6.84,14.35,finance-investment,2
Alexander Stamp,15.5,-1.27,20.9,9.6,13.39,finance-investment,2
BAMPSL Sec,3.76,0.0,4.9,0.61,12.8,finance-investment,2
QGO Finance Lim,17.0,-0.87,24.1,11.4,11.82,finance-investment,2
Jindal Capital,16.17,4.93,16.17,3.84,11.66,finance-investment,4
Ajcon Global,18.1,-4.74,25.5,13.6,11.07,finance-investment,1
Onelife Capital,7.99,4.86,9.23,5.25,10.67,finance-investment,4
Sharp Invest,0.4,2.56,0.46,0.15,9.68,finance-investment,4
ARUNIS ABODE,31.5,0.64,34.7,10.08,9.45,finance-investment,3
Siel Finan,8.24,1.98,8.24,1.35,9.35,finance-investment,3
Pan India Corp,0.42,5.0,0.56,0.19,9.0,finance-investment,4
Dalal Street,277.4,1.99,352.4,186.2,8.74,finance-investment,3
Intellivate Cap,3.0,-3.23,3.9,3.0,8.73,finance-investment,1
Real Touch Fin,6.81,4.93,23.5,3.7,8.64,finance-investment,4
GSB Finance,13.86,-4.94,16.1,4.51,8.32,finance-investment,1
Ficom Industrie,24.5,-4.85,31.9,9.5,7.35,finance-investment,1
Bharat Bhushan,21.5,0.23,23.95,11.65,7.27,finance-investment,3
Bervin Invest,11.4,4.59,12.64,6.27,6.72,finance-investment,4
Sumeru Ind,0.93,4.49,1.26,0.57,6.7,finance-investment,4
Prism Medico,10.92,-1.97,36.1,8.5,6.62,finance-investment,2
Odyssey Corp,1.6,1.27,1.82,0.66,6.3,finance-investment,3
Flomic Global,8.72,1.99,8.72,0.38,6.28,finance-investment,3
Veerhealth Care,9.0,2.27,10.79,5.5,6.24,finance-investment,3
Svaraj Trading ,4.11,-0.24,11.1,3.91,6.06,finance-investment,2
Econo Trade,3.14,1.95,8.9,2.24,5.86,finance-investment,3
REGENCY FINCORP,12.5,-1.42,16.45,6.03,5.13,finance-investment,2
Jindal Leasefin,16.95,-4.78,20.26,7.24,5.1,finance-investment,1
Mefcom Capital,5.57,-4.79,10.05,5.32,5.09,finance-investment,1
Essar Sec,3.37,4.66,3.97,1.15,4.81,finance-investment,4
Hiliks Tech,8.5,4.94,14.87,6.45,4.32,finance-investment,4
Contil India,11.23,-4.83,14.1,4.9,3.48,finance-investment,1
SSPN Finance,8.5,3.53,52.6,7.72,3.22,finance-investment,4
Mehta Integrate,6.43,-1.98,7.36,2.4,3.22,finance-investment,2
Mehta Sec,10.32,-4.97,13.38,9.87,3.19,finance-investment,1
Aravali Sec,2.0,0.5,2.2,1.18,3.03,finance-investment,3
Shri Niwas Lea,7.51,-4.94,38.0,7.51,3.0,finance-investment,1
KLG Capital,9.29,-4.91,15.76,6.77,2.98,finance-investment,1
Adinath Exim,6.72,5.0,10.0,4.7,2.9,finance-investment,4
Provestment,5.49,-4.85,16.79,5.23,2.8,finance-investment,1
Devine Impex,2.78,1.83,4.8,1.34,2.65,finance-investment,3
Delta Ind. Reso,4.9,0.0,5.13,1.13,2.64,finance-investment,2
Dharani Finance,5.1,0.0,5.93,4.13,2.55,finance-investment,2
Symbiox Invest,0.81,-4.71,1.3,0.33,2.53,finance-investment,1
GCM Capital,1.42,2.16,3.65,0.9,2.41,finance-investment,3
Interactive Fin,7.79,-1.89,25.17,4.42,2.35,finance-investment,2
Pankaj Piyush,57.25,4.95,60.2,28.1,2.29,finance-investment,4
Abirami Finance,3.8,0.0,7.4,2.55,2.28,finance-investment,2
J.Taparia Proj,1.25,-1.57,2.13,0.19,2.03,finance-investment,2
VB Desai Fin,4.29,4.63,6.1,2.34,1.94,finance-investment,4
Bridge Sec,5.0,4.82,10.75,3.95,1.68,finance-investment,4
JPT Securities,5.31,-4.84,11.2,5.31,1.6,finance-investment,1
Clio Infotech,1.31,1.55,2.5,0.57,1.44,finance-investment,3
Siddha Venture,1.39,9.45,10.2,0.95,1.39,finance-investment,5
Classic Global,0.32,-3.03,0.44,0.19,1.18,finance-investment,1
Brijlaxmi Lease,2.0,-1.48,2.74,0.41,1.13,finance-investment,2
Darjeeling Rope,3.68,-3.16,6.28,3.3,1.12,finance-investment,1
Bajaj Finance,5635.45,0.59,5921.75,1783.1,340152.58,finance-nbfc,3
Muthoot Finance,1261.65,-0.48,1405.0,786.2,50616.88,finance-nbfc,2
Bajaj Holdings,3564.85,0.22,3784.8,1957.0,39674.47,finance-nbfc,3
Shriram Trans,1435.0,-1.61,1534.9,518.34,36314.33,finance-nbfc,2
IRFC,23.95,-0.21,26.6,10.0,31299.07,finance-nbfc,2
Sundaram Fin,2422.0,-2.63,2883.95,1192.0,26909.35,finance-nbfc,1
L&T Finance,88.25,-2.75,113.4,47.25,21802.88,finance-nbfc,1
M&M Financial,157.35,-3.56,224.15,78.05,19441.06,finance-nbfc,1
Manappuram Fin,159.55,-0.47,187.3,112.25,13503.75,finance-nbfc,2
Shriram City,1860.0,-3.68,1961.95,617.0,12276.93,finance-nbfc,1
Motilal Oswal,808.9,-3.62,859.95,499.55,11866.46,finance-nbfc,1
Magma Fincorp,133.05,-0.63,147.9,12.7,10156.12,finance-nbfc,2
CreditAccess Gr,628.0,1.9,839.0,359.1,9771.41,finance-nbfc,3
IDFC,58.9,3.7,58.95,13.45,9402.55,finance-nbfc,4
Edelweiss,66.5,3.34,91.7,40.55,6227.61,finance-nbfc,4
Tata Inv Corp,1052.75,0.17,1179.85,681.25,5326.42,finance-nbfc,3
Indostar Capita,303.5,0.15,412.0,238.1,3755.22,finance-nbfc,3
Spandana Sphoor,567.15,2.39,830.0,404.25,3647.65,finance-nbfc,3
Paisalo Digital,610.55,0.89,877.0,154.8,2582.15,finance-nbfc,3
Bengal & Assam ,1589.7,-1.18,1674.9,1100.1,1795.78,finance-nbfc,2
PTC India Fin,19.0,0.0,24.3,8.35,1220.34,finance-nbfc,2
PNB Gilts,60.55,2.54,64.4,25.75,1089.96,finance-nbfc,4
Balmer Invest,480.0,-0.75,525.55,302.35,1065.47,finance-nbfc,2
Vardhman Hold,2588.45,-3.16,2800.0,901.05,826.11,finance-nbfc,1
Finkurve Fin,60.4,4.95,65.0,27.4,766.22,finance-nbfc,4
Niyogin Fintech,76.9,4.98,96.35,22.6,719.03,finance-nbfc,4
Ugro Capital,101.3,-2.03,150.0,70.0,714.45,finance-nbfc,2
Muthoot Cap,411.6,3.82,511.75,258.3,676.98,finance-nbfc,4
Summit Sec,609.0,4.44,625.0,285.1,663.92,finance-nbfc,4
Best Agrolife,288.5,-0.77,837.55,203.0,635.63,finance-nbfc,2
Sasta Sundar,198.35,-0.68,215.25,61.65,630.96,finance-nbfc,2
Satin Credit,84.0,1.45,112.65,43.59,604.98,finance-nbfc,3
The Investment ,112.4,-0.22,178.0,84.2,579.09,finance-nbfc,2
Arman Financial,611.5,7.37,815.0,287.3,519.06,finance-nbfc,5
Gloster,791.8,4.99,825.0,375.0,433.24,finance-nbfc,4
SREI Infra,7.06,0.0,10.15,3.89,355.18,finance-nbfc,2
Rel Capital,12.14,2.1,14.71,5.96,306.79,finance-nbfc,3
Sindhu Trade,58.0,0.43,94.35,42.3,298.11,finance-nbfc,3
SIL Invest,234.2,-0.66,276.45,99.85,248.16,finance-nbfc,2
Ind & Prud Invt,1309.0,1.44,1391.0,763.0,219.37,finance-nbfc,3
Mercantile Vent,18.85,11.54,20.5,4.32,210.97,finance-nbfc,5
Nahar Capital,125.35,-0.91,133.0,50.5,209.91,finance-nbfc,2
Sangam Renewabl,99.4,4.96,99.4,7.42,206.9,finance-nbfc,4
Saraswati Comm,1895.0,-1.76,2703.9,263.2,195.17,finance-nbfc,2
BNK Capital,193.85,0.18,196.8,50.7,193.85,finance-nbfc,3
Capital Trust,94.05,-1.0,153.85,50.0,153.88,finance-nbfc,2
Anjani Foods,272.05,5.0,272.05,9.29,152.07,finance-nbfc,4
CSL Fin,236.2,-3.59,307.0,141.2,145.72,finance-nbfc,1
Industrial Inv,63.95,5.79,87.5,48.3,144.19,finance-nbfc,5
Moneyboxx Finan,68.5,-1.3,84.35,42.85,137.56,finance-nbfc,2
Jaykay Enter,30.8,-1.91,43.95,2.58,133.99,finance-nbfc,2
Coral India Fin,27.05,1.31,35.16,13.05,109.02,finance-nbfc,3
Sakthi Finance,16.05,-1.05,19.4,12.05,103.85,finance-nbfc,2
Master Trust,46.05,0.44,51.6,11.35,100.17,finance-nbfc,3
Mukesh Babu Fin,141.0,-3.42,186.65,86.35,98.29,finance-nbfc,1
Shardul Sec,54.0,2.96,66.5,31.25,94.49,finance-nbfc,4
U. Y. Fincorp,4.51,4.88,4.51,1.42,85.8,finance-nbfc,4
Motor and Gen F,20.2,2.54,26.83,11.0,78.23,finance-nbfc,4
Starteck Financ,64.95,-7.08,109.1,41.9,64.37,finance-nbfc,0
Mangalam Ind,0.66,1.54,1.05,0.23,63.47,finance-nbfc,3
Ashika Credit,50.45,7.11,50.45,13.85,59.93,finance-nbfc,5
Arnold Holdings,18.8,-5.53,37.99,16.2,56.54,finance-nbfc,0
McDowell Hold,39.8,-1.36,46.0,21.0,55.69,finance-nbfc,2
IndiaNivesh,14.31,4.99,37.6,8.7,54.02,finance-nbfc,4
Comfort,14.47,4.86,14.47,3.73,46.3,finance-nbfc,4
KIFS Financial,38.0,-2.06,76.3,33.45,41.11,finance-nbfc,2
Upsurge Invest,26.9,4.87,29.55,8.28,40.76,finance-nbfc,4
Suchitra Fin,42.1,-4.97,64.75,25.05,39.25,finance-nbfc,1
Leading Leasing,73.05,0.83,117.0,26.25,38.97,finance-nbfc,3
Acme Resources,13.5,-1.82,20.6,4.63,34.75,finance-nbfc,2
Capital Trade,5.3,3.72,7.99,2.71,32.32,finance-nbfc,4
TCFC Finance,30.55,0.16,32.0,15.5,32.02,finance-nbfc,3
Baid Leasing,25.7,-6.88,49.2,21.2,30.86,finance-nbfc,0
Shalibhadra Fin,55.75,1.36,83.55,39.1,27.89,finance-nbfc,3
ARC Finance,5.41,1.5,5.61,0.23,27.32,finance-nbfc,3
Wall Street Fin,23.1,4.76,26.74,12.25,26.73,finance-nbfc,4
Intec Capital,14.1,0.0,22.2,8.8,25.9,finance-nbfc,2
Ceejay Finance,72.7,-0.62,185.0,57.0,25.08,finance-nbfc,2
Pro Fin Capital,33.9,0.0,36.85,16.3,23.96,finance-nbfc,2
Sonal Mercant,15.95,4.93,36.1,10.0,23.51,finance-nbfc,4
Flag Finin,22.65,-1.95,25.3,3.91,23.11,finance-nbfc,2
Morarka Finance,46.5,-0.53,54.45,20.2,20.93,finance-nbfc,2
Shubhra Leasing,64.6,2.54,70.0,14.01,20.67,finance-nbfc,4
Innovassynth,8.4,1.82,9.02,3.6,20.39,finance-nbfc,3
Williamson Mago,17.9,2.29,29.0,13.05,19.61,finance-nbfc,3
Escorts Finance,4.76,-4.8,5.17,1.58,19.16,finance-nbfc,1
Ladderup Fin,13.96,-0.14,29.4,12.36,17.94,finance-nbfc,2
Shyamkamal Inve,21.25,0.0,21.3,9.45,17.62,finance-nbfc,2
Banas Finance,6.7,0.45,7.65,0.57,17.18,finance-nbfc,3
Ad Manum Fin,22.85,4.82,22.85,7.86,17.14,finance-nbfc,4
ISF,1.78,1.14,1.89,0.22,16.91,finance-nbfc,3
Sulabh Engineer,1.59,6.0,2.78,0.4,15.98,finance-nbfc,5
Nalin Leasing,23.25,0.0,24.95,11.57,15.25,finance-nbfc,2
Guj Credit,6.03,4.87,8.48,3.5,15.08,finance-nbfc,4
Ind Cap,6.83,-4.87,7.71,2.23,14.83,finance-nbfc,1
Hb Stockhol,18.9,0.53,23.85,4.75,13.49,finance-nbfc,3
Integrated Cap,3.73,-1.84,3.8,1.0,13.27,finance-nbfc,2
Glance Fin,55.45,4.92,60.0,30.2,12.51,finance-nbfc,4
Gemstone Inv,1.59,4.61,3.33,0.37,11.89,finance-nbfc,4
Comfort Fincap,10.83,4.94,13.17,3.84,11.75,finance-nbfc,4
Optimus Finance,20.9,-5.0,31.9,18.05,11.65,finance-nbfc,0
Midas Infra,0.95,0.0,2.14,0.51,11.59,finance-nbfc,2
SP Capital Fin,18.9,0.0,19.5,12.03,11.36,finance-nbfc,2
Libord Finance,5.93,0.0,7.0,1.68,9.31,finance-nbfc,2
Transwarranty,3.8,4.97,3.8,2.22,9.3,finance-nbfc,4
Viji Finance,1.08,-4.42,1.34,0.36,8.91,finance-nbfc,1
Nagreeka Cap,7.0,-1.41,9.06,4.61,8.83,finance-nbfc,2
Anupam Finserv ,8.29,-0.12,16.21,6.33,8.71,finance-nbfc,2
Mega Corp,0.84,-1.18,1.18,0.31,8.4,finance-nbfc,2
Paragon Finance,18.7,3.03,23.6,8.76,7.95,finance-nbfc,4
TCI Finance,6.0,4.53,8.4,3.8,7.72,finance-nbfc,4
Regent Ent,2.25,0.9,3.47,1.36,7.53,finance-nbfc,3
NPR Finance,12.5,3.91,15.33,6.91,7.49,finance-nbfc,4
Inter Globe Fin,10.59,4.96,14.06,4.02,7.22,finance-nbfc,4
NCL Research,0.46,-4.17,0.58,0.19,6.69,finance-nbfc,1
Anjani Finance,6.44,1.9,7.49,0.86,6.53,finance-nbfc,3
Guj Lease Fin,2.26,-4.64,3.5,1.77,6.13,finance-nbfc,1
Indo Asian Fin,4.08,-0.24,4.09,3.23,6.12,finance-nbfc,2
Enbee Trade,37.35,-0.27,85.7,37.35,5.98,finance-nbfc,2
United Credit,11.2,1.82,15.72,8.11,5.97,finance-nbfc,3
Integra Capital,11.9,-1.33,49.6,10.14,5.6,finance-nbfc,2
Upasana Finance,12.9,-2.57,21.25,11.21,5.52,finance-nbfc,1
Gowra Leasing,18.0,-0.55,21.0,12.64,5.4,finance-nbfc,2
Kapil Raj Finan,10.0,2.04,10.85,4.0,5.14,finance-nbfc,3
TTI Enterprise,2.0,-1.96,2.06,0.4,5.08,finance-nbfc,2
Goenka Business,3.42,4.59,4.7,1.61,4.45,finance-nbfc,4
Hasti Finance,4.06,-0.25,5.33,3.71,4.4,finance-nbfc,2
Margo Finance,9.5,-5.0,10.84,4.75,4.34,finance-nbfc,0
Savani Financia,10.6,1.73,10.9,7.55,4.24,finance-nbfc,3
DCM Financial,1.91,2.69,2.1,0.57,4.23,finance-nbfc,4
BCL Enterprises,7.18,2.28,24.55,6.66,4.19,finance-nbfc,3
Meenakshi Ent,2.99,4.91,8.49,2.18,3.71,finance-nbfc,4
Abhinav Leasing,0.74,8.82,1.2,0.51,3.7,finance-nbfc,5
TRC Finance,7.39,4.97,27.0,7.04,3.7,finance-nbfc,4
Beryl Securitie,7.35,5.0,10.8,5.11,3.56,finance-nbfc,4
Thirani Project,1.76,4.76,2.25,0.31,3.56,finance-nbfc,4
Esaar (India),1.71,1.79,3.82,0.86,3.5,finance-nbfc,3
Global Cap Mkts,1.39,-0.71,2.8,0.53,3.46,finance-nbfc,2
HB Leasing,3.09,0.0,3.19,0.49,3.42,finance-nbfc,2
Visagar Fin,1.05,5.0,1.14,0.36,3.41,finance-nbfc,4
Golechha Global,5.79,4.89,7.0,5.0,3.18,finance-nbfc,4
Sita Enterprise,10.1,0.0,14.28,7.18,3.03,finance-nbfc,2
KZ Leasing,9.91,0.1,12.6,6.36,3.01,finance-nbfc,3
Guj Investa,3.39,4.95,4.3,1.33,2.55,finance-nbfc,4
Panafic Ind,0.27,3.85,0.34,0.19,2.22,finance-nbfc,4
Ramchandra Leas,0.36,2.86,0.5,0.19,1.84,finance-nbfc,4
FGP,1.47,1.38,1.75,0.75,1.75,finance-nbfc,3
Regency Trust,1.72,-1.15,2.63,1.72,1.72,finance-nbfc,2
Polytex India,1.18,1.72,2.22,0.46,1.59,finance-nbfc,3
Krishna Capital,4.7,0.0,5.37,2.7,1.48,finance-nbfc,2
GSL Securities,4.4,-1.35,4.93,2.66,1.43,finance-nbfc,2
Parsharti Ind,4.23,-4.94,5.35,3.9,1.42,finance-nbfc,1
Minolta Finance,1.36,4.62,1.81,0.95,1.36,finance-nbfc,4
Moongipa Capita,4.16,4.79,4.16,2.65,1.27,finance-nbfc,4
GK Consultants,2.13,-4.91,5.0,2.06,1.13,finance-nbfc,1
Mahan Ind,0.3,-3.23,0.32,0.19,1.08,finance-nbfc,1
Ushakiran Fin,4.24,4.95,4.75,1.58,1.08,finance-nbfc,4
Standard Capita,1.19,0.0,1.55,1.14,0.48,finance-nbfc,2
Max Financial,933.0,3.72,978.0,413.3,32198.46,finance-others,4
EBIXCASH WORLD,685.55,-0.18,740.0,295.0,762.87,finance-others,2
Suvidhaa Info,22.85,-4.79,111.0,1.0,464.53,finance-others,1
Crest Ventures,101.5,-2.07,114.05,57.0,288.77,finance-others,2
STEL Holdings,84.05,0.66,95.5,38.0,155.12,finance-others,3
Vaarad Ventures,3.25,4.84,5.24,2.82,81.22,finance-others,4
Ontic Finserve,3.78,5.0,10.02,3.11,34.02,finance-others,4
Tiaan Consumer,45.5,-1.09,51.25,16.72,29.39,finance-others,2
Yogi-Sung-Won,5.29,1.93,5.29,1.6,8.91,finance-others,3
Intel Cap Adv,2.72,-1.09,7.09,2.72,8.45,finance-others,2
Confidence Fin,3.46,-1.98,5.79,0.58,3.55,finance-others,2
ICICI Securitie,571.0,-2.02,595.95,357.0,18402.77,finance-stock-broking,2
Dhani Services,175.8,-1.12,396.0,50.5,10724.22,finance-stock-broking,2
MCX India,1543.6,-2.72,1875.0,1128.9,7872.11,finance-stock-broking,1
Angel Broking,711.8,-5.0,788.95,223.0,5845.76,finance-stock-broking,0
Geojit Fin,68.0,-2.86,74.75,18.75,1621.07,finance-stock-broking,1
Share India Sec,474.4,1.57,490.4,55.0,1513.65,finance-stock-broking,3
Dolat Investmen,72.7,-0.34,78.65,35.0,1279.52,finance-stock-broking,2
Dhanvarsha Finv,755.0,0.91,755.0,58.95,1156.88,finance-stock-broking,3
5paisa Capita,353.15,-3.66,467.4,142.75,901.14,finance-stock-broking,1
Choice Internat,115.8,-1.82,149.9,93.9,370.77,finance-stock-broking,2
Inventure Grow,32.95,-0.6,33.95,10.4,276.78,finance-stock-broking,2
AB Money,47.85,-2.45,52.25,23.6,269.4,finance-stock-broking,2
Monarch Net,61.95,-0.08,69.5,15.2,192.35,finance-stock-broking,2
Arihant Capital,88.0,-1.57,96.0,24.1,183.24,finance-stock-broking,2
Emkay Global,71.8,-1.24,90.95,34.9,176.76,finance-stock-broking,2
Prime Sec,47.95,2.9,54.3,29.05,127.14,finance-stock-broking,4
Almondz Global,37.0,0.95,39.5,8.87,95.77,finance-stock-broking,3
Inditrade Capit,32.05,3.22,44.95,17.4,74.85,finance-stock-broking,4
Indbank Merchan,16.07,-0.5,18.7,4.5,71.32,finance-stock-broking,2
LKP Securities,7.9,-0.5,9.65,3.32,58.41,finance-stock-broking,2
Swastika Invest,175.0,2.49,207.45,57.2,51.79,finance-stock-broking,3
BLB,7.16,0.0,7.44,2.98,37.85,finance-stock-broking,2
Toyam Ind,1.62,1.89,6.15,1.34,34.42,finance-stock-broking,3
DB (Int) Stock,9.57,1.16,11.67,7.01,33.49,finance-stock-broking,3
Gogia Capital,52.95,-4.94,55.7,36.25,33.47,finance-stock-broking,1
Joindre Capital,20.4,0.0,21.6,11.45,28.23,finance-stock-broking,2
Khandwala Sec,17.6,-2.06,23.45,7.1,21.01,finance-stock-broking,2
BN Rathi Sec,32.0,0.47,35.0,14.05,16.13,finance-stock-broking,3
Gilada Finance,34.25,-4.86,52.25,9.91,12.03,finance-stock-broking,1
Comfort Comm,8.36,-4.89,11.45,1.47,8.38,finance-stock-broking,1
Vertex Sec,0.95,0.0,1.15,0.73,7.03,finance-stock-broking,2
CIL Securities,12.59,0.08,16.45,8.5,6.3,finance-stock-broking,3
Sugal & Damani,9.17,4.92,11.4,5.63,5.73,finance-stock-broking,4
KJMC Corporate,12.68,4.97,20.05,9.43,4.98,finance-stock-broking,4
KBS India,3.99,0.0,4.95,3.1,3.4,finance-stock-broking,2
Jhaveri Credits,2.98,0.0,2.98,1.87,1.93,finance-stock-broking,2
Royal India,0.78,4.0,1.12,0.49,1.8,finance-stock-broking,4
Five X Tradecom,0.76,1.33,1.08,0.24,1.56,finance-stock-broking,3
SBI Card,1037.35,-5.01,1149.0,496.6,97606.75,finance-term-lending,0
Chola Invest.,553.0,-4.01,600.9,120.2,45350.19,finance-term-lending,1
Power Finance,119.0,-0.29,140.5,74.2,31416.97,finance-term-lending,2
REC,143.3,-1.07,156.85,83.7,28300.57,finance-term-lending,2
MAS Financial S,900.75,1.3,1107.65,532.25,4923.68,finance-term-lending,3
Ujjivan Financi,213.05,0.57,310.85,148.05,2591.99,finance-term-lending,3
IFCI,11.69,-1.18,15.95,3.96,2387.07,finance-term-lending,2
Tourism Finance,68.05,-0.37,75.6,28.4,549.28,finance-term-lending,2
Guj Stat Fin,3.0,-4.76,3.82,1.37,26.73,finance-term-lending,1
Gold Line,0.32,0.0,0.5,0.19,16.67,finance-term-lending,2
Aditya Consumer,53.45,1.91,53.45,8.82,78.22,food-drug-retailing,3
Asahi India,311.3,-0.08,347.35,137.15,7567.39,glass-glass-products,2
Borosil,282.95,0.28,323.25,33.8,3681.95,glass-glass-products,3
La Opala RG,263.15,-7.15,296.1,146.1,2920.97,glass-glass-products,0
Borosil Ltd.,228.0,0.13,253.95,132.0,2601.92,glass-glass-products,3
Saint-Gobain,72.35,0.7,80.75,39.05,659.15,glass-glass-products,3
Empire Ind,673.0,-0.98,759.0,476.0,403.8,glass-glass-products,2
Hind Nat Glass,35.8,-4.28,49.0,23.3,320.6,glass-glass-products,1
